300
NIKOSINA-PAKROJA 0:101
TOTNEMA-UPESCIEMS 76:117
BALTIJA-OGRESGALS 76:129
NIKOSINA-JAUNPILS 76:56
BRUNEJA-OGRESGALS 76:60
MALAIZIJA-POCIEMS 76:70
KANTONA-BALTEZERS 76:77
EZERNIEKI-PITRAGS 77:113
ABAKANA-JAUNCIEMS 77:13
GAIGALAVA-KAZBEKS 77:150
TOTNEMA-BALTEZERS 77:19
HARBINA-KIZILKUMS 78:102
NIAMEJA-JAUNCIEMS 78:131
ZEMGALE-UPESCIEMS 78:138
ADELAIDA-JAUNPILS 78:49
PALERMO-RAGACIEMS 78:58
KAMPALA-KALNCIEMS 78:64
SIESIKI-JAUNCIEMS 78:70
HUDZONA-OGRESGALS 79:119
PITRAGS-OGRESGALS 79:13
ARTJOMA-OGRESGALS 8:28
BALTIMORA-METELIS 8:46
MAKENZI-KALNCIEMS 8:77
ISIKULS-OGRESGALS 80:34
BRISELE-KIZILKUMS 80:67
ABAKANA-RAGACIEMS 80:85
ULBROKA-UPESCIEMS 81:0
JAUNPILS-MELNSILS 81:70
BERGENA-KALNCIEMS 82:101
SILMALA-BALTEZERS 82:104
MEKSIKA-RAGACIEMS 82:33
PEDEDZE-OGRESGALS 82:75
BRISELE-BALTEZERS 83:84
MUKDENA-BALTEZERS 83:95
VIDAUJA-KIZILKUMS 84:107
NUKUALOFA-METELIS 84:16
BRUNEJA-KALNCIEMS 84:18
KURZEME-KIZILKUMS 85:150
MENORKA-KALNCIEMS 85:64
RIONEGRO-JAUNPILS 86:108
KUDIMKARA-POCIEMS 86:119
MIRNIJA-OGRESGALS 86:140
LOZANNA-RAGACIEMS 86:31
GDANSKA-BALTEZERS 86:36
UGUNSZEME-KAZBEKS 86:6
FORMOZA-KALNCIEMS 87:142
ABADANA-OGRESGALS 87:47
TALLINA-JAUNCIEMS 87:54
VAIOMINGA-ISIKULS 87:70
PUIKULE-UPESCIEMS 88:11
KUDIMKARA-ISIKULS 88:14
BAHREINA-MELNSILS 89:0
ZAMBEZI-KALNCIEMS 89:124
KAPSUKA-BALTEZERS 89:130
AMERIKA-RAGACIEMS 89:2
PLOVDIVA-MELNSILS 89:64
PITRAGS-BALTEZERS 89:93
HARTUMA-JAUNCIEMS 9:31
ARKANZASA-PITRAGS 9:35
SKOTIJA-KALNCIEMS 90:119
SKOTIJA-UPESCIEMS 90:85
PASIENA-JAUNCIEMS 91:103
VERSEKA-OGRESGALS 91:23
ROZALIMA-MELNSILS 91:60
UGUNSZEME-ILMENIS 91:72
JAMAIKA-JAUNCIEMS 93:1
KORSIKA-KIZILKUMS 93:140
MIRNIJA-RAGACIEMS 93:40
KORSIKA-BALTEZERS 93:69
SEIRIJI-UPESCIEMS 94:140
PORTSMUTA-KAZBEKS 94:71
ABAKANA-KIZILKUMS 94:81
ISIKULS-JAUNCIEMS 95:118
NAHODKA-KIZILKUMS 95:125
BIKINI-KATLAKALNS 95:149
KUDIMKARA-ILMENIS 95:17
ZEMGALE-KALNCIEMS 95:52
MAZSALACA-ISIKULS 95:64
SALVANA-UPESCIEMS 95:80
KAZBEKS-BALTEZERS 96:3
PEDEDZE-KALNCIEMS 96:32
TAIVANA-UPESCIEMS 96:34
BOMBEJA-BALTEZERS 96:78
GDANSKA-JAUNCIEMS 97:104
HAUAIHE-JAUNCIEMS 97:107
LATGALE-UPESCIEMS 97:144
VERDENA-JAUNCIEMS 97:44
SAIGONA-OGRESGALS 97:52
ZAMBEZI-KIZILKUMS 97:57
BALTEZERS-ISIKULS 97:63
EZERNIEKI-KAZBEKS 97:82
POLOCKA-KIZILKUMS 97:94
KRIMULDA-JAUNPILS 98:108
MIRNIJA-KALNCIEMS 98:126
CEILONA-KIZILKUMS 98:141
SAULAINE-MELNSILS 99:28
GVINEJA-SANTAKRUSA 0:136
LONDONA-SANTAKRUSA 101:130
KALNCIEMS-BRRONKSA 101:144
RAVENNA-SANTAKRUSA 101:149
TOBRUKA-SANTAKRUSA 101:42
TEBRIZA-HEISTINGSA 101:58
ANGLIJA-HEISTINGSA 101:96
BALTIMORA-BRRONKSA 102:108
UGUNSZEME-ILINOISA 102:20
LAZDIJI-SANTAKRUSA 102:96
BENGAZI-HEISTINGSA 103:14
BAHREINA-ARKANZASA 104:38
FRANCIJA-ARKANZASA 105:59
LUCERNA-HEISTINGSA 106:85
BRRONKSA-ARKANZASA 107:35
GVATEMALA-ILINOISA 107:61
NEAPOLE-HEISTINGSA 107:61
BOSTONA-HEISTINGSA 107:93
PASVALE-HEISTINGSA 108:21
TERMEZA-HEISTINGSA 108:39
PEDEDZE-HEISTINGSA 108:61
LAPZEME-HEISTINGSA 109:9
AMERIKA-SANTAKRUSA 110:103
DEMOINA-SANTAKRUSA 110:39
MAKENZI-SANTAKRUSA 110:60
SIDNEJA-SANTAKRUSA 110:9
RANGUNA-SANTAKRUSA 111:113
JAUNCIEMS-ILINOISA 111:142
KIZILKUMS-ILINOISA 111:26
OBELIJA-SANTAKRUSA 111:53
KURZEME-HEISTINGSA 112:76
ROZALIMA-ARKANZASA 113:1
DAMASKA-SANTAKRUSA 113:150
DETROITA-ARKANZASA 114:0
GVAJAKILA-BRRONKSA 114:81
SALINIEKI-BRRONKSA 115:133
KAMPALA-SANTAKRUSA 115:38
LONDONA-HEISTINGSA 116:72
HARTUMA-SANTAKRUSA 117:6
HARBINA-HEISTINGSA 12:149
VIDAUJA-HEISTINGSA 123:55
KVEBEKA-SANTAKRUSA 123:82
PAKROJA-SANTAKRUSA 124:10
LATGALE-SANTAKRUSA 124:47
ASUNSJONA-ILINOISA 125:41
KARMELITI-BRRONKSA 125:93
SIDNEJA-HEISTINGSA 127:84
LAZDIJI-HEISTINGSA 128:3
TRIPOLE-SANTAKRUSA 128:92
KAMPALA-HEISTINGSA 129:103
KIZILKUMS-BRRONKSA 13:0
LAPZEME-SANTAKRUSA 13:0
ZAMBIJA-SANTAKRUSA 13:68
MONGOLIJA-ILINOISA 130:134
SAIGONA-SANTAKRUSA 130:17
TALLINA-SANTAKRUSA 132:108
MIROSLAVA-BRRONKSA 132:111
MALAIZIJA-BRRONKSA 133:97
DURBANA-SANTAKRUSA 134:135
ALABAMA-HEISTINGSA 136:47
GAIGALAVA-BRRONKSA 137:144
VERSEKA-SANTAKRUSA 139:92
SIESIKI-HEISTINGSA 140:94
HARBINA-SANTAKRUSA 142:76
MILVOKI-SANTAKRUSA 142:83
NUKUALOFA-ILINOISA 144:135
KAJENNA-SANTAKRUSA 144:27
BOBRUJSKA-ILINOISA 144:4
SAKSIJA-SANTAKRUSA 145:100
BALTIJA-HEISTINGSA 146:101
ULBROKA-HEISTINGSA 146:7
PITRAGS-HEISTINGSA 147:144
JAKUTIJA-ARKANZASA 148:136
HUDZONA-SANTAKRUSA 15:86
ABADANA-SANTAKRUSA 15:93
FORMOZA-SANTAKRUSA 16:125
KARLAILA-ARKANZASA 16:32
KARTENA-HEISTINGSA 17:100
NIAMEJA-HEISTINGSA 17:121
VECRIKAVA-BRRONKSA 19:82
BERGENA-SANTAKRUSA 2:131
MIROSLAVA-ILINOISA 20:47
KAZBEKS-HEISTINGSA 21:103
BOMBEJA-SANTAKRUSA 21:138
AUSTRIJA-ARKANZASA 21:146
USURIJSKA-ILINOISA 22:67
MISISIPI-ARKANZASA 23:72
POLOCKA-SANTAKRUSA 24:137
BAISOGALA-BRRONKSA 24:8
TAIVANA-SANTAKRUSA 25:109
KVEBEKA-HEISTINGSA 25:112
SAIGONA-HEISTINGSA 25:139
KRIEVIJA-ARKANZASA 25:142
PASIENA-HEISTINGSA 25:51
PAROGLE-HEISTINGSA 25:64
EZERNIEKI-ILINOISA 26:116
SILMALA-SANTAKRUSA 26:6
HAIFONA-SANTAKRUSA 26:60
DAIVANA-HEISTINGSA 27:138
VERDENA-SANTAKRUSA 27:4
PAKROJA-HEISTINGSA 27:45
VAIOMINGA-BRRONKSA 28:113
GVAJAKILA-ILINOISA 28:55
USURIJSKA-BRRONKSA 29:13
UGUNSZEME-BRRONKSA 29:66
BURTNIEKI-ILINOISA 30:57
TAIVANA-HEISTINGSA 31:84
SIESIKI-SANTAKRUSA 32:71
KENTUKIJA-BRRONKSA 34:37
ABAKANA-SANTAKRUSA 34:41
KAPZEME-SANTAKRUSA 34:54
MENORKA-SANTAKRUSA 35:137
TOTNEMA-SANTAKRUSA 35:4
OGRESGALS-BRRONKSA 35:87
BRAZILJA-ARKANZASA 36:140
OBELIJA-HEISTINGSA 36:83
DURBANA-HEISTINGSA 37:146
BRISELE-HEISTINGSA 37:148
KAPZEME-HEISTINGSA 37:92
ALABAMA-SANTAKRUSA 38:32
IGNALINA-ARKANZASA 4:2
VIDZEME-SANTAKRUSA 4:69
PENKULE-SANTAKRUSA 41:125
ISIKULS-HEISTINGSA 41:30
TENERIFE-ARKANZASA 42:55
KORSIKA-HEISTINGSA 46:74
LEIPCIGA-ARKANZASA 47:86
SERBIJA-SANTAKRUSA 48:129
GDANSKA-HEISTINGSA 48:130
SERPUHOVA-BRRONKSA 49:5
KORSIKA-SANTAKRUSA 5:78
ARIZONA-HEISTINGSA 50:147
ILMENIS-SANTAKRUSA 51:136
VECBILSKA-BRRONKSA 53:137
EZERNIEKI-BRRONKSA 54:32
ROSTOKA-SANTAKRUSA 54:81
VATERLO-SANTAKRUSA 55:132
ISIKULS-SANTAKRUSA 57:61
BRUNEJA-SANTAKRUSA 57:81
SEVILJA-SANTAKRUSA 59:117
PERLOJA-SANTAKRUSA 59:86
PERLOJA-HEISTINGSA 60:91
OZOLNIEKI-ILINOISA 62:10
RIONEGRO-ARKANZASA 62:106
POCIEMS-HEISTINGSA 65:5
SKOTIJA-SANTAKRUSA 65:7
ARTJOMA-HEISTINGSA 67:15
MAFEKINGA-ILINOISA 68:20
MIRNIJA-HEISTINGSA 69:102
ARKTIKA-HEISTINGSA 69:132
GDANSKA-SANTAKRUSA 7:102
GVATEMALA-BRRONKSA 7:110
VIDUKLE-SANTAKRUSA 7:37
LIVORNA-HEISTINGSA 7:96
ZAMBEZI-SANTAKRUSA 70:17
BALTIJA-SANTAKRUSA 71:101
KOLGUJEVA-ILINOISA 72:4
PORTSMUTA-BRRONKSA 73:51
KAMBIJA-SANTAKRUSA 73:81
MUKDENA-SANTAKRUSA 75:13
OZOLAINE-ARKANZASA 76:1
ASUNSJONA-BRRONKSA 76:12
MONGOLIJA-BRRONKSA 76:13
SILMALA-HEISTINGSA 77:22
SALONIKI-ARKANZASA 78:114
MEKSIKA-HEISTINGSA 79:128
BOMBEJA-HEISTINGSA 79:14
MAUNALOA-ARKANZASA 79:144
DUBLINA-HEISTINGSA 80:109
RAGACIEMS-BRRONKSA 81:120
DEMOINA-HEISTINGSA 83:148
AIZVOLGA-ARKANZASA 85:19
TOBRUKA-HEISTINGSA 87:113
BOSTONA-SANTAKRUSA 88:49
DOMINIKA-ARKANZASA 88:57
CARNIKAVA-BRRONKSA 89:133
MAKENZI-HEISTINGSA 9:133
GORKIJA-SANTAKRUSA 9:30
NEAPOLE-SANTAKRUSA 91:36
HIROSIMA-ARKANZASA 91:9
MANHEIMA-ARKANZASA 93:145
ARKANZASA-ILINOISA 93:15
SLOVAKIJA-BRRONKSA 94:108
PUIKULE-SANTAKRUSA 94:25
KATOVICE-ARKANZASA 94:65
CARNIKAVA-ILINOISA 96:62
SALIENA-HEISTINGSA 97:23
BAIREITA-ARKANZASA 98:34
TEBRIZA-SANTAKRUSA 98:46
DIENVIDDAKOTA-KASABLANKA 116:16
PETROZAVODSKA-KASABLANKA 69:36
NOVOSIBIRSKA-MAZSALACA 130:103
SANSALVADORA-MAZSALACA 2:36
RIETUMINDIJA-MAZSALACA 65:82
DIENVIDAMERIKA-ASALNI 3:45
NOVOSIBIRSKA-SANSALVADORA 145:74
RIETUMINDIJA-SANSALVADORA 71:31
RIETUMINDIJA-UPESCIEMS 37:112
BABELMANDEBA-UPESCIEMS 46:1
VESTMINSTERA-UPESCIEMS 57:10
NOVOSIBIRSKA-UPESCIEMS 60:94
KRAMAMTORSKA-UPESCIEMS 94:140
KRAMAMTORSKA-VERSEKA 133:71
JAUNPIEBALGA-VERSEKA 19:110
SANSALVADORA-VERSEKA 22:94
NOVOSIBIRSKA-VERSEKA 51:103
KRAMAMTORSKA-BRISELE 125:89
SANSALVADORA-BRISELE 15:130
VESTMINSTERA-BRISELE 15:89
BABELMANDEBA-BRISELE 22:17
RIETUMINDIJA-BRISELE 29:148
JAUNPIEBALGA-BRISELE 98:126
JAUNPIEBALGA-BARSELONA 116:93
KRAMAMTORSKA-BARSELONA 57:49
BABELMANDEBA-BARSELONA 64:20
VESTMINSTERA-LUKSEMBURGA 110:97
SANSALVADORA-LUKSEMBURGA 116:27
NOVOSIBIRSKA-LUKSEMBURGA 61:46
KRAMAMTORSKA-LUKSEMBURGA 8:19
LUKSEMBURGA-OGRESGALS 108:127
DRUSKININKI-OGRESGALS 112:13
LIELVIRCAVA-OGRESGALS 130:4
SVERDLOVSKA-OGRESGALS 33:128
STABULNIEKI-OGRESGALS 41:29
NAUJAMIESTE-OGRESGALS 63:14
ARTJOMONSKA-OGRESGALS 81:1
PJATIGORSKA-OGRESGALS 81:54
TAKLAMAKANS-OGRESGALS 82:32
LIELPLATONE-OGRESGALS 88:75
TEGUSIGALPA-OGRESGALS 96:13
LONGAILENDA-TENESI 135:0
HEIDELBERGA-TENESI 15:45
ARTJOMONSKA-TENESI 19:142
PJATIGORSKA-TENESI 44:139
LUKSEMBURGA-TENESI 52:96
HERCOGOVINA-TENESI 66:117
RIETUMSOMOA-TENESI 78:109
HEIDELBERGA-NOVOSIBIRSKA 0:91
ARTJOMONSKA-NOVOSIBIRSKA 1:116
RIETUMSOMOA-NOVOSIBIRSKA 1:12
DRUSKININKI-NOVOSIBIRSKA 148:42
LIELVIRCAVA-NOVOSIBIRSKA 29:97
LONGAILENDA-NOVOSIBIRSKA 59:126
OREHOZUJEVA-NOVOSIBIRSKA 72:70
NAUJAMIESTE-NOVOSIBIRSKA 95:101
ARKANZASITIJA-PASIENA 122:143
DIENVIDDAKOTA-PASIENA 22:116
PETROZAVODSKA-RESIFI 127:97
DIENVIDDAKOTA-RESIFI 60:83
RIETUMSOMOA-TEGUSIGALPA 105:102
HEIDELBERGA-TEGUSIGALPA 142:127
LIELPLATONE-TEGUSIGALPA 85:2
LUKSEMBURGA-TEGUSIGALPA 87:17
PJATIGORSKA-TENESIJA 1:32
ARTJOMONSKA-TENESIJA 122:89
HERCOGOVINA-TENESIJA 128:124
OREHOZUJEVA-TUNISIJA 129:54
JAUNPIEBALGA-SAKSIJA 137:110
STABULNIEKI-TUNISIJA 144:116
SANSALVADORA-SAKSIJA 145:16
KRAMAMTORSKA-SAKSIJA 16:82
HEIDELBERGA-TUNISIJA 18:83
OREHOZUJEVA-TENESIJA 25:138
NOVOSIBIRSKA-SAKSIJA 34:37
ARTJOMONSKA-TUNISIJA 4:37
LIELPLATONE-TENESIJA 40:19
LONGAILENDA-TENESIJA 53:27
VALGALCIEMS-TUNISIJA 54:150
DRUSKININKI-TUNISIJA 60:86
STABULNIEKI-TENESIJA 7:95
LONGAILENDA-TUNISIJA 70:43
TAKLAMAKANS-TUNISIJA 86:75
NAUJAMIESTE-TUNISIJA 9:2
RIETUMINDIJA-SAKSIJA 91:130
TEGUSIGALPA-TUNISIJA 94:143
CEILONA-HANTIMANSIJSKA 103:128
SIDNEJA-HANTIMANSIJSKA 104:66
BALTIJA-HANTIMANSIJSKA 110:104
JAMAIKA-HANTIMANSIJSKA 116:47
MEKSIKA-HANTIMANSIJSKA 120:20
TOBRUKA-HANTIMANSIJSKA 121:111
TOMBUKA-HANTIMANSIJSKA 125:96
TAIVANA-HANTIMANSIJSKA 136:53
MAJORKA-HANTIMANSIJSKA 136:88
KAMBIJA-HANTIMANSIJSKA 137:64
DEMOINA-HANTIMANSIJSKA 141:117
NEAPOLE-HANTIMANSIJSKA 141:47
GORKIJA-HANTIMANSIJSKA 142:2
TALLINA-HANTIMANSIJSKA 149:126
SILMALA-HANTIMANSIJSKA 149:52
SAIGONA-HANTIMANSIJSKA 17:66
SALIENA-HANTIMANSIJSKA 19:13
HAIFONA-HANTIMANSIJSKA 19:93
LAPZEME-HANTIMANSIJSKA 2:44
LONDONA-HANTIMANSIJSKA 2:45
RANGUNA-HANTIMANSIJSKA 20:50
KAMPALA-HANTIMANSIJSKA 29:60
DUBLINA-HANTIMANSIJSKA 32:60
MENORKA-HANTIMANSIJSKA 35:104
BRISELE-HANTIMANSIJSKA 38:133
HUDZONA-HANTIMANSIJSKA 39:12
LATVIJA-HANTIMANSIJSKA 47:16
KVEBEKA-HANTIMANSIJSKA 47:83
POLOCKA-HANTIMANSIJSKA 48:136
LIVORNA-HANTIMANSIJSKA 50:97
KAZBEKS-HANTIMANSIJSKA 51:116
HARTUMA-HANTIMANSIJSKA 51:68
SEIRIJI-HANTIMANSIJSKA 54:16
SEVILJA-HANTIMANSIJSKA 54:28
MAKENZI-HANTIMANSIJSKA 56:30
PERLOJA-HANTIMANSIJSKA 57:64
KANTONA-HANTIMANSIJSKA 6:104
VATERLO-HANTIMANSIJSKA 6:147
BERGENA-HANTIMANSIJSKA 66:60
HARBINA-HANTIMANSIJSKA 7:76
AMERIKA-HANTIMANSIJSKA 70:90
INDRAJI-HANTIMANSIJSKA 71:131
SKOTIJA-HANTIMANSIJSKA 73:20
MUKDENA-HANTIMANSIJSKA 75:104
ZAMBEZI-HANTIMANSIJSKA 76:27
DAIVANA-HANTIMANSIJSKA 79:117
BOSTONA-HANTIMANSIJSKA 83:12
BENGAZI-HANTIMANSIJSKA 83:90
MILVOKI-HANTIMANSIJSKA 86:114
FORMOZA-HANTIMANSIJSKA 89:34
RUMBULA-HANTIMANSIJSKA 9:81
ISIKULS-HANTIMANSIJSKA 90:59
ARKTIKA-HANTIMANSIJSKA 91:98
MIRNIJA-HANTIMANSIJSKA 93:88
VESTMINSTERA-MEKSIKA 28:44
JAUNPIEBALGA-JERSIKA 34:122
BABELMANDEBA-KORSIKA 42:100
RIETUMINDIJA-KORSIKA 46:54
NOVOSIBIRSKA-JERSIKA 50:17
RIETUMINDIJA-SIESIKI 142:150
JAUNPIEBALGA-SIESIKI 73:20
VESTMINSTERA-SIESIKI 81:46
NOVOSIBIRSKA-SIESIKI 9:116
DIENVIDAMERIKA-ISIKULS 37:52
ARTJOMONSKA-MELNSILS 103:66
TAKLAMAKANS-MELNSILS 110:47
SVERDLOVSKA-MELNSILS 128:122
LIELVIRCAVA-MELNSILS 21:104
LONGAILENDA-MELNSILS 37:88
STABULNIEKI-MELNSILS 39:74
LUKSEMBURGA-MELNSILS 59:47
OREHOZUJEVA-MELNSILS 8:42
DRUSKININKI-MELNSILS 97:48
LIELVIRCAVA-HIROSIMA 10:78
NAUJAMIESTE-HIROSIMA 108:66
TAKLAMAKANS-HIROSIMA 127:11
LONGAILENDA-HIROSIMA 129:113
LIELPLATONE-HIROSIMA 19:144
ARTJOMONSKA-HIROSIMA 55:40
DRUSKININKI-HIROSIMA 56:43
VALGALCIEMS-HIROSIMA 58:130
STABULNIEKI-NIKOSINA 123:100
LIELVIRCAVA-NIKOSINA 136:124
HERCOGOVINA-NIKOSINA 2:28
LONGAILENDA-NIKOSINA 24:2
RIETUMSOMOA-NIKOSINA 42:120
ARTJOMONSKA-NIKOSINA 5:16
SVERDLOVSKA-NIKOSINA 57:85
VALGALCIEMS-NIKOSINA 7:107
HEIDELBERGA-NIKOSINA 93:133
TEGUSIGALPA-NIKOSINA 98:83
HERCOGOVINA-MINUSINSKA 102:146
LIELVIRCAVA-MINUSINSKA 102:49
LIELPLATONE-MINUSINSKA 109:102
LUKSEMBURGA-MINUSINSKA 114:8
VALGALCIEMS-MINUSINSKA 116:88
DRUSKININKI-MINUSINSKA 133:78
STABULNIEKI-MINUSINSKA 15:100
TAKLAMAKANS-MINUSINSKA 83:40
STABULNIEKI-MISISIPI 1:127
LIELPLATONE-MISISIPI 103:27
OREHOZUJEVA-MISISIPI 16:84
NAUJAMIESTE-MISISIPI 25:139
DRUSKININKI-MISISIPI 37:100
HEIDELBERGA-MISISIPI 44:81
ARTJOMONSKA-MISISIPI 66:46
TEGUSIGALPA-MISISIPI 84:144
LUKSEMBURGA-MISISIPI 87:52
ARTJOMONSKA-MISISIPIJA 106:7
TAKLAMAKANS-MISISIPIJA 129:47
LIELVIRCAVA-MISISIPIJA 143:107
HEIDELBERGA-MISISIPIJA 24:114
LUKSEMBURGA-MISISIPIJA 35:48
LONGAILENDA-MISISIPIJA 49:128
STABULNIEKI-MISISIPIJA 56:102
PJATIGORSKA-MISISIPIJA 78:28
DIENVIDDAKOTA-MISISIPI 109:115
ZVEJNIEKCIEMS-MISISIPI 28:78
ARKANZASITIJA-MISISIPI 91:29
PETROZAVODSKA-MISISIPIJA 4:14
ZVEJNIEKCIEMS-MISISIPIJA 94:141
TELAVIVA-ARKANZASITIJA 101:18
BEREZINA-ARKANZASITIJA 104:74
HIROSIMA-ARKANZASITIJA 107:9
KARLAILA-ARKANZASITIJA 115:27
IGNALINA-ARKANZASITIJA 119:63
RIONEGRO-ARKANZASITIJA 12:61
OZOLAINE-ARKANZASITIJA 145:150
BRAZILJA-ARKANZASITIJA 148:100
TUNISIJA-ARKANZASITIJA 15:18
PIEVOLGA-ARKANZASITIJA 16:61
FRANCIJA-ARKANZASITIJA 21:107
GARKALNE-ARKANZASITIJA 25:19
ADELAIDA-ARKANZASITIJA 3:129
TENESIJA-ARKANZASITIJA 30:118
ETIOPIJA-ARKANZASITIJA 32:123
JAUNPILS-ARKANZASITIJA 4:25
MAUNALOA-ARKANZASITIJA 42:83
RUDAMINA-ARKANZASITIJA 44:142
GROZNIJA-ARKANZASITIJA 47:79
LUISVILA-ARKANZASITIJA 62:33
PLOVDIVA-ARKANZASITIJA 62:90
AIZVOLGA-ARKANZASITIJA 69:24
KRIEVIJA-ARKANZASITIJA 69:36
SALONIKI-ARKANZASITIJA 79:106
JAKUTIJA-ARKANZASITIJA 79:69
ROZALIMA-ARKANZASITIJA 85:0
SAULAINE-ARKANZASITIJA 85:92
BRRONKSA-ARKANZASITIJA 87:144
KRIMULDA-ARKANZASITIJA 89:44
TAURAGNI-ARKANZASITIJA 95:29
HEIDELBERGA-ASUNSJONA 1:68
TAKLAMAKANS-ASUNSJONA 117:4
NAUJAMIESTE-ASUNSJONA 4:22
TEGUSIGALPA-ASUNSJONA 51:128
SVERDLOVSKA-ASUNSJONA 53:52
ARTJOMONSKA-ASUNSJONA 82:77
LIELPLATONE-ASUNSJONA 86:81
DRUSKININKI-ASUNSJONA 92:130
PJATIGORSKA-BRATSKA 1:111
VATERLO-SVERDLOVSKA 1:131
PAKROJA-SVERDLOVSKA 1:30
KENTUKIJA-USURIJSKA 1:75
PITRAGS-ARTJOMONSKA 1:77
DUBLINA-SVERDLOVSKA 10:83
PRIENI-KRAMAMTORSKA 10:85
TAHITI-KRAMAMTORSKA 100:125
TALLINA-PJATIGORSKA 100:144
ARTJOMA-SVERDLOVSKA 100:53
NAHODKA-SVERDLOVSKA 101:102
VERDENA-ARTJOMONSKA 101:109
EZERNIEKI-VECBILSKA 101:117
KAIBALA-SVERDLOVSKA 102:40
ULBROKA-ARTJOMONSKA 103:142
ARMAVIRA-MINUSINSKA 103:150
SEVILJA-ARTJOMONSKA 103:43
IGNALINA-MINUSINSKA 103:8
SAULAINE-MINUSINSKA 103:85
UGUNSZEME-BOBRUJSKA 103:88
MAJORKA-SVERDLOVSKA 104:113
SAKSIJA-ARTJOMONSKA 104:20
KIGALI-KRAMAMTORSKA 104:48
PEDEDZE-SVERDLOVSKA 104:73
SALIENA-PJATIGORSKA 104:93
NUKUALOFA-VECBILSKA 105:112
BENGAZI-ARTJOMONSKA 105:13
SALVANA-SVERDLOVSKA 105:145
TENERIFE-MINUSINSKA 106:43
DRUSKININKI-DAMASKA 106:84
OLBERI-NOVOSIBIRSKA 106:9
BEREZINA-MINUSINSKA 107:123
KARMELITI-BOBRUJSKA 107:123
VECRIKAVA-BOBRUJSKA 107:34
UGUNSZEME-USURIJSKA 107:84
MALAVI-NOVOSIBIRSKA 107:90
MONGOLIJA-BOBRUJSKA 108:103
ILINOISA-MINUSINSKA 108:134
GVINEJA-ARTJOMONSKA 108:38
PASVALE-ARTJOMONSKA 109:18
KARTENA-PJATIGORSKA 109:60
BRUNEJA-PJATIGORSKA 11:143
KVEBEKA-PJATIGORSKA 11:87
GORKIJA-SVERDLOVSKA 11:99
JERSIKA-ARTJOMONSKA 110:112
LUCERNA-SVERDLOVSKA 111:39
MUKDENA-SVERDLOVSKA 112:132
GVAJAKILA-USURIJSKA 115:124
SALATI-NOVOSIBIRSKA 115:130
OZOLNIEKI-BOBRUJSKA 115:141
LOZANNA-PJATIGORSKA 115:90
PALERMO-PJATIGORSKA 116:123
UZBEKIJA-MINUSINSKA 116:128
VIDZEME-ARTJOMONSKA 116:77
VATERLO-ARTJOMONSKA 117:88
SEVERNA-PJATIGORSKA 118:102
TOTNEMA-PJATIGORSKA 118:16
KAMBIJA-ARTJOMONSKA 119:141
KORSIKA-PJATIGORSKA 119:60
ZAMBEZI-ARTJOMONSKA 12:31
SVERDLOVSKA-BRATSKA 12:42
TERMEZA-SVERDLOVSKA 12:81
VERDENA-SVERDLOVSKA 120:143
GORKIJA-ARTJOMONSKA 120:147
TJANDZINA-BOBRUJSKA 122:119
SEIRIJI-ARTJOMONSKA 123:149
MUKDENA-ARTJOMONSKA 123:40
SERPUHOVA-VECBILSKA 124:99
SIDNEJA-SVERDLOVSKA 125:96
AIZVOLGA-MINUSINSKA 125:99
ARKTIKA-PJATIGORSKA 126:113
DOMINIKA-MINUSINSKA 126:5
LATVIJA-ARTJOMONSKA 127:132
BIKINI-NOVOSIBIRSKA 127:149
DETROITA-MINUSINSKA 127:43
BALTIMORA-USURIJSKA 127:61
BURTNIEKI-BOBRUJSKA 129:82
SIESIKI-SVERDLOVSKA 13:116
PASVALE-SVERDLOVSKA 13:40
ASUNSJONA-USURIJSKA 13:59
SEIRIJI-SVERDLOVSKA 13:81
ARKTIKA-ARTJOMONSKA 13:92
PANERI-KRAMAMTORSKA 130:117
KARMELITI-VECBILSKA 130:124
SALINIEKI-VECBILSKA 131:122
ZEMGALE-PJATIGORSKA 131:24
VECBILSKA-USURIJSKA 133:112
ALABAMA-PJATIGORSKA 133:16
KOLGUJEVA-USURIJSKA 133:16
BURTNIEKI-VECBILSKA 133:22
MONGOLIJA-VECBILSKA 133:75
MAJORKA-PJATIGORSKA 133:91
SKOTIJA-SVERDLOVSKA 133:95
MORONI-NOVOSIBIRSKA 134:103
INDRAJI-ARTJOMONSKA 134:145
ARTJOMA-ARTJOMONSKA 134:75
ARKTIKA-SVERDLOVSKA 135:149
NEAPOLE-ARTJOMONSKA 135:60
BARSELONA-USURIJSKA 135:88
ABAKANA-PJATIGORSKA 138:10
ASUNSJONA-BOBRUJSKA 138:101
RUMBULA-PJATIGORSKA 139:57
LIELPLATONE-BRATSKA 14:22
VIDUKLE-ARTJOMONSKA 14:58
GVAJAKILA-BOBRUJSKA 140:107
VATERLO-PJATIGORSKA 140:14
TOBRUKA-SVERDLOVSKA 141:97
ROZALIMA-MINUSINSKA 142:141
TURCIJA-SVERDLOVSKA 142:59
PENKULE-ARTJOMONSKA 143:29
BRRONKSA-MINUSINSKA 143:63
LIVORNA-ARTJOMONSKA 143:65
DURBANA-ARTJOMONSKA 144:54
JERSIKA-PJATIGORSKA 145:36
HERCOGOVINA-DAMASKA 146:59
SUHUMI-NOVOSIBIRSKA 146:87
KOLGUJEVA-BOBRUJSKA 148:107
ULBROKA-PJATIGORSKA 149:56
