300
BANDARSERIBEGAVA-AIZKARPATI 89:123
SENTLUISA-TAGANROGA 122:123
KINGSTONA-TAGANROGA 134:148
TAGANROGA-FEODOSIJA 150:141
BELOSTOKA-TAGANROGA 19:63
VERAKRUSA-TAGANROGA 22:136
ORENBURGA-TAGANROGA 32:127
TAGANROGA-LIBREVILA 72:33
GALGAUSKA-TAGANROGA 4:115
HAMILTONA-TAGANROGA 41:93
TAGANROGA-MONROVIJA 123:42
MENHETENA-TAGANROGA 42:95
BRAZAVILA-TAGANROGA 48:130
TAGANROGA-FOLRIVERA 74:5
TAGANROGA-REDRIVERA 146:54
SINSITIJA-TAGANROGA 57:122
FOLKSTONA-TAGANROGA 62:105
MANHATANA-TAGANROGA 63:103
TAGANROGA-EDINBURGA 145:65
TAGANROGA-VALENSIJA 141:68
KULAUTUVA-TAGANROGA 69:108
DORTMUNDE-TAGANROGA 7:131
AUGSBURGA-TAGANROGA 76:94
MORICSALA-TAGANROGA 8:15
PARAGVAJA-TAGANROGA 80:92
TAGANROGA-PITSBURGA 122:88
DORTMUNDA-TAGANROGA 9:42
TAGANROGA-HANNOVERE 129:94
ZALCBURGA-BELOSTOKA 102:148
PORTOVANA-BELOSTOKA 106:143
BELOSTOKA-HANNOVERE 149:110
LIBREVILA-BELOSTOKA 115:138
KINGSTONA-BELOSTOKA 21:150
FOLKSTONA-BELOSTOKA 22:44
HAMILTONA-BELOSTOKA 25:85
ORENBURGA-BELOSTOKA 26:144
BELOSTOKA-SKAUDVILE 77:26
BELOSTOKA-SENTLUISA 46:27
BRAZAVILA-BELOSTOKA 29:44
DORTMUNDA-BELOSTOKA 29:62
REDRIVERA-BELOSTOKA 42:124
AUGSBURGA-BELOSTOKA 45:83
BELOSTOKA-KULAUTUVA 144:5
BELOSTOKA-FOLRIVERA 104:56
BELOSTOKA-PITSBURGA 84:67
BELOSTOKA-GALGAUSKA 105:73
MONROVIJA-BELOSTOKA 74:96
EDINBURGA-BELOSTOKA 85:91
DORTMUNDE-BELOSTOKA 87:123
PARAGVAJA-BELOSTOKA 90:134
OKSFORDA-GREITSLEIVLEIKS 143:12
TIRASPOLE-VERAKRUSA 1:0
MELITOPOLE-SIESARTE 102:0
VAGADUGU-MELITOPOLE 0:140
SENTLUISA-TIRASPOLE 0:31
TEKSASA-SIMFEROPOLE 0:48
HAMILTONA-TIRASPOLE 0:93
KOVROVA-SIMFEROPOLE 1:129
SIMFEROPOLE-BOSFORS 2:1
MELITOPOLE-LUGANSKA 32:1
TIRASPOLE-TAGANROGA 38:1
DONBASS-SIMFEROPOLE 10:120
POLTAVA-SIMFEROPOLE 10:132
RUSTAVI-SIMFEROPOLE 10:14
SINTAUTI-MELITOPOLE 10:52
USUMBURA-MELITOPOLE 10:77
KUNCEVA-SIMFEROPOLE 10:91
SIMFEROPOLE-ENGELSA 146:101
VALENSIJA-TIRASPOLE 104:131
MELITOPOLE-KZILORDA 137:104
TIRASPOLE-LIBREVILA 121:106
TIRASPOLE-MONROVIJA 118:109
SIMFEROPOLE-SASEKSA 148:109
BELOSTOKA-TIRASPOLE 111:117
FOLKSTONA-TIRASPOLE 111:117
MELITOPOLE-AMUDARJA 122:111
VAIDAVA-SIMFEROPOLE 111:130
TBILISI-SIMFEROPOLE 113:139
MANAGVA-SIMFEROPOLE 113:142
SEVASTOPOLE-ARARATS 133:116
TERNOPOLE-KULAUTUVA 137:116
TERNOPOLE-MANHATANA 127:117
KUVEITA-SIMFEROPOLE 118:123
SANPAULU-MELITOPOLE 118:137
TERNOPOLE-BRAZAVILA 118:12
SIMFEROPOLE-KANDAVA 90:12
MELITOPOLE-PIEDRUJA 131:120
KUNCEVA-SEVASTOPOLE 121:135
MELITOPOLE-SOVETSKA 126:122
SEVASTOPOLE-LIETUVA 142:122
TOLJATI-SIMFEROPOLE 13:128
SEVASTOPOLE-GURJEVA 32:13
MOLDOVA-SIMFEROPOLE 13:32
KRAKOVA-SIMFEROPOLE 13:42
TERNOPOLE-LUCAVSALA 54:13
PORTORIKO-TIRASPOLE 132:146
SIMFEROPOLE-KUMPOTE 145:133
KUPRAVA-SIMFEROPOLE 14:19
KALVARIJA-TIRASPOLE 142:143
SIMFEROPOLE-EIFRATA 148:147
AUGSBURGA-TERNOPOLE 15:140
ERFURTE-SIMFEROPOLE 15:150
TERNOPOLE-DORTMUNDA 22:15
SIMFEROPOLE-DORSETA 27:15
JAKUTSKA-MELITOPOLE 15:74
MELITOPOLE-MALJORKA 77:15
TERNOPOLE-MONROVIJA 98:15
SIMFEROPOLE-VALLETA 24:16
PRIEKULE-MELITOPOLE 16:68
DORTMUNDE-TIRASPOLE 16:70
SIMFEROPOLE-LINKUVA 135:17
SIMFEROPOLE-ARARATS 64:17
SINSITIJA-TERNOPOLE 17:96
SIMFEROPOLE-DELTUVA 84:2
MELITOPOLE-MELBURNA 133:20
SIMFEROPOLE-TRIESTE 33:20
RINGUVA-SIMFEROPOLE 21:129
SEVASTOPOLE-VAIGUVA 86:21
ROSTOVA-SEVASTOPOLE 22:100
MELITOPOLE-ALAUKSTS 107:22
SEVASTOPOLE-KOVROVA 136:22
HAMILTONA-TERNOPOLE 22:42
MELITOPOLE-VINDHUKA 24:23
TIRASPOLE-SKAUDVILE 102:24
PORTORIKO-TERNOPOLE 24:132
KRAKOVA-SEVASTOPOLE 24:28
MELITOPOLE-DENKERKA 61:24
KANZASA-SIMFEROPOLE 24:89
RIETAVA-SEVASTOPOLE 24:98
KOSTARIKA-TIRASPOLE 25:105
LAPLATA-SIMFEROPOLE 25:146
TERNOPOLE-TAGANROGA 34:25
INSBRUKA-MELITOPOLE 25:40
SIMFEROPOLE-GURJEVA 48:25
MELITOPOLE-VADAKSTE 61:25
SIMFEROPOLE-DAUGAVA 136:26
OSTRAVA-SEVASTOPOLE 26:48
MELITOPOLE-HAMBURGA 145:27
BARNAULA-MELITOPOLE 27:95
SEVASTOPOLE-MALNAVA 109:28
SEVASTOPOLE-LINKUVA 113:29
PEREKOPS-MELITOPOLE 29:141
PEIPUSS-SIMFEROPOLE 3:133
TERNOPOLE-DORTMUNDE 42:3
ORENBURGA-TERNOPOLE 3:76
KAHOVSKA-MELITOPOLE 30:120
SIMFEROPOLE-KALKUTA 125:30
TERNOPOLE-HONDURASA 126:30
ZALCBURGA-TERNOPOLE 30:52
LUCAVSALA-TIRASPOLE 31:138
TERNOPOLE-KOSTARIKA 42:31
TERNOPOLE-REDRIVERA 78:31
TERNOPOLE-MENHETENA 97:31
PRETORIJA-TERNOPOLE 32:50
LECKAVA-SEVASTOPOLE 32:56
SIMFEROPOLE-UTREHTA 70:32
SIMFEROPOLE-MEMFISA 74:32
SIMFEROPOLE-TAUNUSA 35:33
ANGARSKA-MELITOPOLE 33:46
IVANOVA-SIMFEROPOLE 33:70
SEVASTOPOLE-KORDOVA 80:33
FEODOSIJA-TERNOPOLE 33:95
MELITOPOLE-NEBRASKA 129:34
LIETUVA-SIMFEROPOLE 34:138
KIROVSKA-MELITOPOLE 34:145
MELITOPOLE-KRAKATAU 38:34
ZLATOUSA-MELITOPOLE 34:89
SIMFEROPOLE-TAMBOVA 57:35
MELITOPOLE-EVERESTS 67:35
VECSAULE-MELITOPOLE 35:71
SIMFEROPOLE-HARKOVA 91:35
TIRASPOLE-KALABRIJA 143:36
DAUGAVA-SEVASTOPOLE 36:37
VORKUTA-SIMFEROPOLE 36:58
BELGORODA-TIRASPOLE 38:109
DEMBAVA-SIMFEROPOLE 38:116
SIMFEROPOLE-PRIPETE 54:38
OKSFORDA-MELITOPOLE 4:101
PARAGVAJA-TIRASPOLE 4:81
SARANSKA-MELITOPOLE 40:78
SIMFEROPOLE-OSTRAVA 45:41
SEVASTOPOLE-BARTUVA 77:42
TIRASPOLE-ORENBURGA 78:42
MELITOPOLE-BRJANSKA 52:43
KEMEROVA-MELITOPOLE 43:58
JELGAVA-SEVASTOPOLE 43:61
TIRASPOLE-DORTMUNDA 137:44
TERNOPOLE-GALGAUSKA 59:44
SIMFEROPOLE-VAIGUVA 102:45
SIMFEROPOLE-TARENTO 111:45
TIRASPOLE-BRAZAVILA 132:45
SEVASTOPOLE-SASNAVA 143:45
MELITOPOLE-GLAZGOVA 146:45
TIRASPOLE-EDINBURGA 139:46
TERNOPOLE-SOMERSETA 56:46
MELITOPOLE-EKVADORA 97:46
MOLDOVA-SEVASTOPOLE 47:63
FOLRIVERA-TIRASPOLE 47:78
IRKUTSKA-MELITOPOLE 48:148
FLANDRIJA-TERNOPOLE 48:65
TIRASPOLE-KINGSTONA 100:49
MELITOPOLE-BORNMUTA 140:49
BELFASTA-MELITOPOLE 49:143
ZVIEDRIJA-TERNOPOLE 49:79
KINROSA-SIMFEROPOLE 5:104
BELGORODA-TERNOPOLE 5:106
POLTAVA-SEVASTOPOLE 5:124
SIMFEROPOLE-OKINAVA 37:5
JELGAVA-SIMFEROPOLE 5:62
TIRASPOLE-MANHATANA 69:5
PITSBURGA-TERNOPOLE 5:80
ZVIEDRIJA-TIRASPOLE 50:120
MELITOPOLE-KARAKUMS 88:50
SIMFEROPOLE-KARPATI 94:50
FLANDRIJA-TIRASPOLE 51:59
NOVGORODA-TERNOPOLE 51:78
SIMFEROPOLE-ATLANTA 130:52
TERNOPOLE-TIRASPOLE 52:141
RIODEORO-MELITOPOLE 52:56
TIRASPOLE-SOMERSETA 74:52
SKAUDVILE-TERNOPOLE 52:79
SIMFEROPOLE-MACESTA 102:54
TERNOPOLE-VALENSIJA 124:54
MELITOPOLE-ESENTUKI 132:54
SIMFEROPOLE-ROSTOVA 116:55
SEVASTOPOLE-DEMBAVA 142:55
TIRASPOLE-FEODOSIJA 110:56
KINGSTONA-TERNOPOLE 57:64
PITSBURGA-TIRASPOLE 57:85
MELITOPOLE-LABANOVA 91:57
MASKAVA-SEVASTOPOLE 58:110
REINJORA-MELITOPOLE 58:113
MELITOPOLE-HONOLULU 91:58
TIRASPOLE-SINSITIJA 141:59
AIZPUTE-SIMFEROPOLE 6:69
MELITOPOLE-MINESOTA 146:60
RIETAVA-SIMFEROPOLE 60:72
AUGSBURGA-TIRASPOLE 60:84
MELITOPOLE-ATABASKA 104:61
VAINUTA-SIMFEROPOLE 61:136
TERNOPOLE-SENTLUISA 88:61
KALABRIJA-TERNOPOLE 62:92
SIMFEROPOLE-BEBRUSI 140:63
SIMFEROPOLE-MASKAVA 141:63
TIRASPOLE-MORICSALA 143:63
SIMFEROPOLE-BEIRUTA 108:64
MELITOPOLE-DINKERSA 101:65
MANAGVA-SEVASTOPOLE 65:105
LAUKUVA-SEVASTOPOLE 65:118
OKINAVA-SEVASTOPOLE 65:87
SARAGOSA-MELITOPOLE 66:105
TERNOPOLE-KALVARIJA 122:66
TERNOPOLE-VERAKRUSA 145:66
BELOSTOKA-TERNOPOLE 66:74
KULAUTUVA-TIRASPOLE 67:72
TIRASPOLE-MENHETENA 133:68
SIMFEROPOLE-DUBULTI 73:68
VIKTORIJA-TERNOPOLE 69:146
TIRASPOLE-VIKTORIJA 85:69
TERNOPOLE-HANNOVERE 124:7
ELBRUSS-SIMFEROPOLE 7:15
ALEKSOTA-MELITOPOLE 7:71
PORTOVANA-TIRASPOLE 70:136
SIMFEROPOLE-SANHOSE 149:70
EDINBURGA-TERNOPOLE 70:81
TIRASPOLE-SKAGERAKS 73:71
GALGAUSKA-TIRASPOLE 72:106
SIMFEROPOLE-SALANTA 119:72
MELITOPOLE-INSBURGA 129:72
PRETORIJA-TIRASPOLE 73:78
KAVARSKA-MELITOPOLE 75:136
LECKAVA-SIMFEROPOLE 75:138
RAISKUMS-MELITOPOLE 75:142
SIMFEROPOLE-KAUNATA 85:76
SEVASTOPOLE-TAMBOVA 95:76
TIRASPOLE-REDRIVERA 81:77
SEVASTOPOLE-KUPRAVA 89:77
HARKOVA-SEVASTOPOLE 77:91
KUZBASS-SIMFEROPOLE 77:91
FOLRIVERA-TERNOPOLE 78:137
HONDURASA-TIRASPOLE 78:88
SEVASTOPOLE-RUSTAVI 146:79
TERNOPOLE-PARAGVAJA 91:79
SIMFEROPOLE-MALNAVA 134:8
NOVGORODA-TIRASPOLE 8:24
LAUKUVA-SIMFEROPOLE 8:86
SIMFEROPOLE-SASNAVA 96:82
SIMFEROPOLE-BIZERTA 132:83
IVANOVA-SEVASTOPOLE 83:143
RINGUVA-SEVASTOPOLE 84:128
MELITOPOLE-SIRDARJA 90:85
KUTAISI-SIMFEROPOLE 86:103
TERNOPOLE-FOLKSTONA 132:87
MADRASA-SIMFEROPOLE 87:150
LIBREVILA-TERNOPOLE 9:73
PORTOVANA-TERNOPOLE 90:150
SIMFEROPOLE-TORONTO 124:91
VAIDAVA-SEVASTOPOLE 91:135
TERNOPOLE-MORICSALA 102:92
MELITOPOLE-PANEMUNE 110:92
KORDOVA-SIMFEROPOLE 93:140
MELITOPOLE-JURBARKA 100:94
STAMBULA-MELITOPOLE 94:126
BARTUVA-SIMFEROPOLE 94:130
TIRASPOLE-ZALCBURGA 105:95
HANNOVERE-TIRASPOLE 95:150
SKAGERAKS-TERNOPOLE 96:116
PLIMUTA-SIMFEROPOLE 96:142
SEVASTOPOLE-DELTUVA 150:97
MELITOPOLE-HOLIVUDA 134:98
KANDAVA-SEVASTOPOLE 99:103
SIMFEROPOLE-MANAUSA 123:99
OLIMPS-GREITSLEIVLEIKS 81:36
MINEAPOLISA-PRETORIJA 17:0
MINEAPOLISA-BELOSTOKA 72:10
ZALCBURGA-MINEAPOLISA 102:146
MINEAPOLISA-SKAGERAKS 144:103
MINEAPOLISA-KINGSTONA 140:108
GALGAUSKA-MINEAPOLISA 114:148
KOSTARIKA-MINEAPOLISA 12:47
HONDURASA-MINEAPOLISA 12:67
MINEAPOLISA-LIBREVILA 131:121
MORICSALA-MINEAPOLISA 127:135
MANHATANA-MINEAPOLISA 13:118
MINEAPOLISA-VIKTORIJA 32:18
MINEAPOLISA-SKAUDVILE 97:18
HANNOVERE-MINEAPOLISA 22:26
NOVGORODA-MINEAPOLISA 22:70
FOLKSTONA-MINEAPOLISA 25:26
KALABRIJA-MINEAPOLISA 27:84
DORTMUNDA-MINEAPOLISA 37:119
MINEAPOLISA-FEODOSIJA 69:38
MINEAPOLISA-PITSBURGA 102:4
MONROVIJA-MINEAPOLISA 4:45
MINEAPOLISA-REDRIVERA 103:42
BRAZAVILA-MINEAPOLISA 42:128
MINEAPOLISA-KALVARIJA 86:42
MINEAPOLISA-MENHETENA 111:46
MINEAPOLISA-PARAGVAJA 112:46
SINSITIJA-MINEAPOLISA 47:109
SENTLUISA-MINEAPOLISA 48:133
MINEAPOLISA-DORTMUNDE 94:49
PORTOVANA-MINEAPOLISA 53:112
MINEAPOLISA-LUCAVSALA 20:6
PORTORIKO-MINEAPOLISA 6:31
AUGSBURGA-MINEAPOLISA 63:68
MINEAPOLISA-HAMILTONA 67:7
MINEAPOLISA-VERAKRUSA 76:70
ORENBURGA-MINEAPOLISA 72:79
MINEAPOLISA-FLANDRIJA 116:73
MINEAPOLISA-EDINBURGA 145:77
MINEAPOLISA-TAGANROGA 148:77
FOLRIVERA-MINEAPOLISA 81:105
ZVIEDRIJA-MINEAPOLISA 9:146
MINEAPOLISA-VALENSIJA 81:9
MINEAPOLISA-BELGORODA 109:91
MINEAPOLISA-KULAUTUVA 117:91
SOMERSETA-MINEAPOLISA 96:120
GREITSLEIVLEIKS-OLSTERA 32:38
LEJASSTRAZDI-BELOMORSKA 14:42
BELOMORSKA-KENTERBERIJA 51:34
BALTKRIEVIJA-BELOMORSKA 44:129
BELOMORSKA-BUENOSAIRESA 73:46
BELOMORSKA-KRASNOVODSKA 150:57
BELOMORSKA-STARAPLANINA 68:67
BELOMORSKA-PONAKSTEETLS 116:80
KANZASSITIJA-BELOMORSKA 80:137
NOVOMOSKOVSKA-STARAPLANINA 55:33
NOVOMOSKOVSKA-BUENOSAIRESA 143:36
KENTERBERIJA-NOVOMOSKOVSKA 48:122
KRASNOVODSKA-NOVOMOSKOVSKA 5:57
NOVOMOSKOVSKA-KANZASSITIJA 100:52
NOVOMOSKOVSKA-LEJASSTRAZDI 73:52
NOVOMOSKOVSKA-BALTKRIEVIJA 80:52
PONAKSTEETLS-NOVOMOSKOVSKA 56:109
LISABONA-PORTARTURA 48:0
KINGSTONA-PARAGVAJA 132:1
SIKTIVKARA-PALEMONA 1:142
HAMILTONA-LIBREVILA 27:1
KULAUTUVA-FOLKSTONA 10:107
ZALCBURGA-FOLKSTONA 10:61
HAMILTONA-HANNOVERE 103:100
FOLKSTONA-DORTMUNDE 110:100
AVINJONA-VALPARAISO 133:100
FOLKSTONA-PARAGVAJA 149:101
AMSTERDAMA-AVINJONA 102:111
SKAUDVILE-HAMILTONA 105:146
AVINJONA-AIZKARPATI 135:110
MELITOPOLE-AVINJONA 115:121
AVINJONA-BRAMAPUTRA 121:117
PALEMONA-ANTVERPENE 115:12
KINGSTONA-BRAZAVILA 19:12
SENTLUISA-KINGSTONA 12:67
PITSBURGA-FOLKSTONA 126:139
SANANTONIO-PALEMONA 126:146
AIZKARPATI-PALEMONA 129:145
KARAKORUMS-LISABONA 14:109
AVINJONA-ZEMMERINGS 56:14
PORTARTURA-PALEMONA 15:109
AVINJONA-PELOPONESA 25:16
AVINJONA-MONTEVIDEO 136:17
RAVALPINDI-AVINJONA 17:20
BELOMORSKA-AVINJONA 17:40
KINGSTONA-SKAUDVILE 110:18
KINGSTONA-FOLRIVERA 103:19
MELITOPOLE-LISABONA 2:80
EDINBURGA-KINGSTONA 20:97
LISABONA-AMSTERDAMA 115:21
PORTPRENSA-PALEMONA 21:53
AVINJONA-KARAKORUMS 79:21
LISABONA-SANANTONIO 110:23
DORTMUNDE-HAMILTONA 23:70
AVINJONA-PATAGONIJA 46:25
AUGSBURGA-FOLKSTONA 25:75
LISABONA-PATAGONIJA 123:26
AVINJONA-PUERTORIKO 136:26
DORTMUNDA-FOLKSTONA 26:144
AVINJONA-PORTPRENSA 59:27
LISABONA-LOMBARDIJA 95:27
KULAUTUVA-KINGSTONA 28:124
PALEMONA-PELOPONESA 125:28
AVINJONA-LOMBARDIJA 93:28
FOLKSTONA-EDINBURGA 104:29
GALGAUSKA-KINGSTONA 3:15
BRAMAPUTRA-PALEMONA 30:109
PALEMONA-MELITOPOLE 45:30
HANNOVERE-KINGSTONA 30:60
KARAKORUMS-PALEMONA 31:92
FOLKSTONA-BRAZAVILA 96:31
LIBREVILA-KINGSTONA 32:61
KINGSTONA-REDRIVERA 74:32
LISABONA-KATALONIJA 118:33
HAMILTONA-MONROVIJA 116:34
PALEMONA-AMSTERDAMA 131:35
GALGAUSKA-HAMILTONA 35:70
HAMILTONA-ORENBURGA 71:36
SENTLUISA-HAMILTONA 37:121
AUGSBURGA-HAMILTONA 37:82
FOLKSTONA-ORENBURGA 74:38
PALEMONA-VALPARAISO 127:4
PATAGONIJA-PALEMONA 4:36
PARAGVAJA-HAMILTONA 40:128
PORTARTURA-AVINJONA 40:46
PORTMORSBI-LISABONA 40:54
PALEMONA-KATALONIJA 71:40
SIKTIVKARA-AVINJONA 40:94
FOLKSTONA-HAMILTONA 74:43
FOLKSTONA-GALGAUSKA 100:44
EIPATORIJA-PALEMONA 44:139
PALEMONA-LOMBARDIJA 47:45
FOLKSTONA-SENTLUISA 63:45
ORENBURGA-KINGSTONA 45:90
PALEMONA-MONTEVIDEO 115:47
RAVALPINDI-LISABONA 47:142
AVINJONA-ANTVERPENE 97:47
LISABONA-VALPARAISO 105:49
AVINJONA-SANANTONIO 126:49
HAMILTONA-DORTMUNDA 70:49
HANNOVERE-FOLKSTONA 5:147
HAMILTONA-FOLRIVERA 43:5
PALEMONA-ZEMMERINGS 64:5
HAMILTONA-KINGSTONA 67:5
PUERTORIKO-PALEMONA 5:94
LISABONA-EIPATORIJA 102:50
HAMILTONA-KULAUTUVA 68:50
LISABONA-BELOMORSKA 89:51
ZALCBURGA-HAMILTONA 53:134
KATALONIJA-AVINJONA 56:148
KINGSTONA-FOLKSTONA 56:76
KINGSTONA-PITSBURGA 131:57
AIZKARPATI-LISABONA 57:139
LISABONA-SIKTIVKARA 59:57
LISABONA-ANTVERPENE 70:60
BRATISLAVA-AVINJONA 62:90
PORTOVANA-HAMILTONA 65:87
FOLKSTONA-REDRIVERA 112:66
SKAUDVILE-FOLKSTONA 66:139
PORTOVANA-KINGSTONA 69:111
AVINJONA-PORTMORSBI 73:69
LIBREVILA-FOLKSTONA 7:89
RAVALPINDI-PALEMONA 71:103
LISABONA-ZEMMERINGS 110:73
KINGSTONA-DORTMUNDE 121:74
LISABONA-BRATISLAVA 106:75
AVINJONA-EIPATORIJA 107:75
PITSBURGA-HAMILTONA 76:114
MONROVIJA-KINGSTONA 78:108
BELOMORSKA-PALEMONA 8:39
FOLKSTONA-MONROVIJA 107:80
PORTPRENSA-LISABONA 80:109
PORTOVANA-FOLKSTONA 83:123
HAMILTONA-BRAZAVILA 95:84
BRAMAPUTRA-LISABONA 85:117
KINGSTONA-DORTMUNDA 102:86
EDINBURGA-HAMILTONA 86:108
KINGSTONA-AUGSBURGA 110:86
KINGSTONA-ZALCBURGA 130:86
FOLRIVERA-FOLKSTONA 87:109
LISABONA-PELOPONESA 115:90
PUERTORIKO-LISABONA 90:127
MONTEVIDEO-LISABONA 91:96
PALEMONA-PORTMORSBI 118:92
PALEMONA-BRATISLAVA 145:92
REDRIVERA-HAMILTONA 94:125
GABORONE-PELOPONESA 90:1
KARAKORUMS-GABORONE 10:76
GABORONE-KATALONIJA 140:104
MELITOPOLE-SKIEMONE 11:104
SKIEMONE-PELOPONESA 143:128
SKIEMONE-ANTVERPENE 74:17
SKIEMONE-PORTMORSBI 149:18
MELITOPOLE-GABORONE 19:39
GABORONE-PUERTORIKO 36:2
SKIEMONE-PUERTORIKO 109:20
MONTEVIDEO-SKIEMONE 21:141
SKIEMONE-ZEMMERINGS 80:22
SKIEMONE-SIKTIVKARA 30:23
VALPARAISO-GABORONE 25:124
PATAGONIJA-GABORONE 25:35
SKIEMONE-AMSTERDAMA 38:27
SANANTONIO-SKIEMONE 28:56
GABORONE-RAVALPINDI 76:29
PORTMORSBI-GABORONE 3:63
BRATISLAVA-GABORONE 31:129
PORTARTURA-GABORONE 36:72
GABORONE-PORTPRENSA 78:36
PATAGONIJA-SKIEMONE 39:134
SKIEMONE-EIPATORIJA 16:4
PORTPRENSA-SKIEMONE 40:59
GABORONE-AIZKARPATI 88:40
PORTARTURA-SKIEMONE 41:129
SKIEMONE-BRATISLAVA 130:41
GABORONE-LOMBARDIJA 77:42
GABORONE-ZEMMERINGS 91:42
AMSTERDAMA-GABORONE 43:57
SKIEMONE-AIZKARPATI 78:44
SKIEMONE-KATALONIJA 115:45
SKIEMONE-BRAMAPUTRA 52:50
EIPATORIJA-GABORONE 59:124
MONTEVIDEO-GABORONE 66:131
GABORONE-BRAMAPUTRA 149:66
GABORONE-BELOMORSKA 99:66
GABORONE-SIKTIVKARA 85:75
LOMBARDIJA-SKIEMONE 8:128
BELOMORSKA-SKIEMONE 83:120
SKIEMONE-RAVALPINDI 114:84
SKIEMONE-KARAKORUMS 125:89
ANTVERPENE-GABORONE 9:30
SKIEMONE-VALPARAISO 147:90
GABORONE-SANANTONIO 95:91
BELOMORSKA-PELOPONESA 0:22
PELOPONESA-BRATISLAVA 34:1
PORTPRENSA-PELOPONESA 101:102
SIKTIVKARA-PELOPONESA 108:143
PELOPONESA-MELITOPOLE 145:109
AIZKARPATI-PELOPONESA 11:76
PELOPONESA-PORTARTURA 113:18
AMSTERDAMA-PELOPONESA 19:51
VALPARAISO-PELOPONESA 21:105
PORTMORSBI-PELOPONESA 38:115
ANTVERPENE-PELOPONESA 46:122
ZEMMERINGS-PELOPONESA 51:136
PELOPONESA-PATAGONIJA 72:57
SANANTONIO-PELOPONESA 58:104
RAVALPINDI-PELOPONESA 6:113
PELOPONESA-PUERTORIKO 66:61
PELOPONESA-LOMBARDIJA 133:66
PELOPONESA-KATALONIJA 86:73
PELOPONESA-BRAMAPUTRA 85:74
EIPATORIJA-PELOPONESA 78:80
MONTEVIDEO-PELOPONESA 8:31
PELOPONESA-KARAKORUMS 144:83
KATALONIJA-BRAMAPUTRA 38:10
KARAKORUMS-KATALONIJA 108:121
KATALONIJA-MONTEVIDEO 122:112
PATAGONIJA-VALPARAISO 114:113
PATAGONIJA-ZEMMERINGS 128:119
PATAGONIJA-PUERTORIKO 83:16
PATAGONIJA-BELOMORSKA 127:19
VALPARAISO-KATALONIJA 26:81
PATAGONIJA-AIZKARPATI 99:26
ANTVERPENE-PATAGONIJA 27:44
AIZKARPATI-KATALONIJA 28:116
SIKTIVKARA-PATAGONIJA 29:141
KATALONIJA-PORTARTURA 52:29
SANANTONIO-PATAGONIJA 30:78
MELITOPOLE-PATAGONIJA 31:104
LOMBARDIJA-PATAGONIJA 32:109
PORTMORSBI-KATALONIJA 35:64
SIKTIVKARA-KATALONIJA 36:132
PUERTORIKO-KATALONIJA 38:100
BELOMORSKA-KATALONIJA 42:49
PORTMORSBI-PATAGONIJA 42:65
KATALONIJA-RAVALPINDI 87:47
PATAGONIJA-AMSTERDAMA 35:5
PORTPRENSA-PATAGONIJA 52:92
KATALONIJA-PORTPRENSA 81:55
AMSTERDAMA-KATALONIJA 57:119
PATAGONIJA-EIPATORIJA 143:6
PORTARTURA-PATAGONIJA 60:116
SANANTONIO-KATALONIJA 61:136
KATALONIJA-LOMBARDIJA 137:64
MONTEVIDEO-PATAGONIJA 65:145
KATALONIJA-ZEMMERINGS 109:67
BRATISLAVA-KATALONIJA 67:120
PATAGONIJA-KARAKORUMS 10:7
KATALONIJA-EIPATORIJA 78:7
PATAGONIJA-RAVALPINDI 137:74
KATALONIJA-MELITOPOLE 149:74
PATAGONIJA-KATALONIJA 96:77
ANTVERPENE-KATALONIJA 82:88
PATAGONIJA-BRAMAPUTRA 49:9
PATAGONIJA-BRATISLAVA 99:91
SANANTONIO-LIBREVILA 81:1
DORTMUNDE-SANANTONIO 109:117
AUGSBURGA-SANANTONIO 116:122
REDRIVERA-SANANTONIO 12:50
ORENBURGA-SANANTONIO 12:60
SANANTONIO-FOLRIVERA 130:18
SANANTONIO-SKAUDVILE 107:19
SANANTONIO-PORTOVANA 59:20
SANANTONIO-PARAGVAJA 26:25
PITSBURGA-SANANTONIO 26:139
SANANTONIO-DORTMUNDA 93:26
GALGAUSKA-SANANTONIO 37:113
SENTLUISA-SANANTONIO 37:54
SANANTONIO-EDINBURGA 136:47
KULAUTUVA-SANANTONIO 57:73
SANANTONIO-BRAZAVILA 47:8
HANNOVERE-SANANTONIO 8:64
MONROVIJA-SANANTONIO 85:103
ZALCBURGA-SANANTONIO 95:130
BALATONS-EIPATORIJA 122:108
BALATONS-ANTVERPENE 54:14
BALATONS-BRAMAPUTRA 86:14
SIKTIVKARA-BALATONS 2:68
AIZKARPATI-BALATONS 26:47
BALATONS-SANANTONIO 97:26
ELTONS-BUENOSAIRESA 144:28
BALATONS-PUERTORIKO 130:29
VALPARAISO-BALATONS 30:106
PORTARTURA-BALATONS 32:148
ZEMMERINGS-BALATONS 33:39
ELTONS-KANZASSITIJA 135:4
ELTONS-LEJASSTRAZDI 56:5
MONTEVIDEO-BALATONS 60:124
PORTMORSBI-BALATONS 63:122
KARAKORUMS-BALATONS 7:20
BALATONS-MELITOPOLE 125:71
AMSTERDAMA-BALATONS 73:75
BALATONS-BELOMORSKA 104:77
BALATONS-LOMBARDIJA 80:77
RAVALPINDI-BALATONS 8:90
PORTPRENSA-BALATONS 89:96
ELTONS-PONAKSTEETLS 140:95
BRATISLAVA-BALATONS 96:117
KESONSITIJA-PONAKSTEETLS 61:28
KANZASSITIJA-KESONSITIJA 80:147
