300
OKLAKOMSITIJA-SIESARTE 121:83
OKLAKOMSITIJA-DENKERKA 139:83
OKLAKOMSITIJA-MELBURNA 146:95
ARTJOMONSKA-NANKINA 140:0
NAROFOMINSKA-KANNAS 67:0
BELOMORSKA-OKSFORDA 121:1
KRASNOJARSKA-INESIS 26:1
TAIVANA-ARTJOMONSKA 1:40
ALEKSOTA-BELOMORSKA 1:81
ARTJOMONSKA-DAIVANA 143:10
BELOMORSKA-SARAGOSA 93:10
VENERS-KRAMAMTORSKA 100:103
ABAKANA-ARTJOMONSKA 100:139
KRAMAMTORSKA-SALDUS 146:107
ARTJOMONSKA-USTRONE 53:11
SIRDARJA-BELOMORSKA 11:81
SALIENA-ARTJOMONSKA 11:84
KRASNOJARSKA-MASTIS 140:110
SAMAVS-KRASNOKAMSKA 111:138
KRAMAMTORSKA-BORNEO 116:113
SAMAVS-NAROFOMINSKA 114:144
MASTIS-KRASNOVODSKA 114:145
KAMPIS-KRAMAMTORSKA 116:122
CEILONA-ARTJOMONSKA 117:121
BELOMORSKA-KEMEROVA 126:118
STOKHOLMA-MURMANSKA 118:128
ARTJOMONSKA-MAIKOPA 132:120
KAMPIS-KRASNOJARSKA 121:130
ARTJOMONSKA-MUKDENA 143:123
OLIMPS-KRASNOVODSKA 123:147
ARTJOMONSKA-KANTONA 150:125
PAMIRS-KRASNOVODSKA 127:144
KRASNOKAMSKA-SALDUS 149:127
BAMAKO-KRAMAMTORSKA 128:138
NAROFOMINSKA-PELTES 150:13
KRAMAMTORSKA-MEHIKO 40:13
LIVORNA-ARTJOMONSKA 13:81
KRASNOKAMSKA-OLIMPS 138:131
KRAMAMTORSKA-ATLASS 143:133
ARTJOMONSKA-VERDENA 150:137
NAROFOMINSKA-VEZUVS 142:139
ARTJOMONSKA-LONDONA 150:14
KRASNOJARSKA-SEVANS 148:141
ARTJOMONSKA-TAIMIRA 105:15
TAURUPE-ARTJOMONSKA 15:99
KAMPIS-KRASNOVODSKA 16:146
ARTJOMONSKA-MEISENE 68:16
BUFALO-KRAMAMTORSKA 17:100
ARTJOMONSKA-PLATONE 122:17
KRASNOKAMSKA-VENERS 70:17
DENVERA-ARTJOMONSKA 17:74
KRAMAMTORSKA-VEZUVS 83:17
ARTJOMONSKA-HAIFONA 84:17
BORNHOLMA-MURMANSKA 18:118
ATLASS-KRASNOKAMSKA 18:25
KANNAS-KRASNOJARSKA 18:34
ARTJOMONSKA-PUMPENI 55:18
ARTJOMONSKA-LUCERNA 61:18
KRUSTPILS-MURMANSKA 18:82
VARDURA-ARTJOMONSKA 19:142
MURMANSKA-SALASPILS 48:19
MELARS-NAROFOMINSKA 2:123
ARTJOMONSKA-ZENTENE 29:2
ARTJOMONSKA-MERGUPE 42:2
NAROFOMINSKA-SEVANS 43:2
MURMANSKA-TAGANROGA 69:2
KANNAS-KRASNOVODSKA 2:7
HERSONA-ARTJOMONSKA 20:22
ARTJOMONSKA-TALLINA 22:20
KRASNOKAMSKA-KAMPIS 67:20
GULBENE-ARTJOMONSKA 21:127
ARTJOMONSKA-ABADANA 87:21
ARTJOMONSKA-SEVERNA 120:22
KRAMAMTORSKA-MONAKO 108:23
ARTJOMONSKA-NIAGARA 53:23
OLIMPS-NAROFOMINSKA 23:80
KRASNOVODSKA-VEZUVS 128:24
MASTIS-KRASNOKAMSKA 24:67
ARTJOMONSKA-AMAZONE 97:24
ARTJOMONSKA-DEMOINA 140:25
TERNOPOLE-MURMANSKA 25:141
RAVENNA-ARTJOMONSKA 25:41
KRASNOJARSKA-MELARS 42:25
TRAPENE-ARTJOMONSKA 26:112
SALDUS-KRASNOVODSKA 27:43
SUMATRA-ARTJOMONSKA 27:57
OLSTERA-ARTJOMONSKA 28:108
ARTJOMONSKA-EGLAINE 137:28
BELOMORSKA-JURBARKA 48:28
KRAMAMTORSKA-PAMIRS 51:28
ARTJOMONSKA-PASIENA 55:28
ARTJOMONSKA-KONAKRI 71:29
HONIARA-ARTJOMONSKA 3:120
KRAMAMTORSKA-BILBAO 52:3
ARTJOMONSKA-MELNUPE 114:31
BELOMORSKA-MELBURNA 149:31
BALDONE-ARTJOMONSKA 31:75
MURMANSKA-NOVGORODA 90:31
ARIZONA-ARTJOMONSKA 32:101
MURMANSKA-KALABRIJA 106:32
BELOMORSKA-HAMBURGA 58:33
SEVANS-KRASNOVODSKA 34:100
ARTJOMONSKA-PILTENE 113:34
UKRAINA-ARTJOMONSKA 34:95
KALJAO-KRAMAMTORSKA 35:106
KRAMAMTORSKA-ELTONS 135:35
ARTJOMONSKA-BERGENA 44:35
PAMIRS-KRASNOJARSKA 35:69
KANBERA-ARTJOMONSKA 35:90
KRASNOJARSKA-ALTAJS 98:35
BELOMORSKA-DINKERSA 103:36
TOLEDO-KRAMAMTORSKA 36:117
MURMANSKA-KALVARIJA 133:36
ARTJOMONSKA-ALUKSNE 58:36
KRAMAMTORSKA-TOBAGO 80:36
INESIS-NAROFOMINSKA 37:119
VENERS-NAROFOMINSKA 37:146
SALVANA-ARTJOMONSKA 37:95
MURMANSKA-VERAKRUSA 112:38
BREDFORDA-MURMANSKA 38:123
AIDAHO-KRAMAMTORSKA 38:132
ARTJOMONSKA-KUNLUNS 137:38
BENDERI-ARTJOMONSKA 39:130
ARTJOMONSKA-OGLAINE 99:4
ARTJOMONSKA-OREGONA 136:40
MURMANSKA-SKAGERAKS 128:41
KRASNOJARSKA-PELTES 50:41
MADEIRA-ARTJOMONSKA 42:115
ARTJOMONSKA-IZMAIRA 50:43
ARTJOMONSKA-BOSFORS 59:43
NAROFOMINSKA-KAMPIS 77:43
KALVENE-ARTJOMONSKA 48:54
KRASNOJARSKA-OLIMPS 71:48
POCIEMS-ARTJOMONSKA 49:99
ATLASS-KRASNOVODSKA 5:100
ARTJOMONSKA-HARBINA 19:5
ARTJOMONSKA-RANGUNA 55:50
KRASNOKAMSKA-PELTES 71:50
HOPJORA-ARTJOMONSKA 51:145
NAROFOMINSKA-ELTONS 64:51
LOKARNA-ARTJOMONSKA 52:65
SEVANS-KRAMAMTORSKA 52:70
ATLASS-NAROFOMINSKA 52:77
KRAMAMTORSKA-KANNAS 88:53
MURMANSKA-FLANDRIJA 88:54
SAIGONA-ARTJOMONSKA 54:97
ARTJOMONSKA-ANADIRA 105:55
BELOMORSKA-GLAZGOVA 110:55
KATVARI-ARTJOMONSKA 56:111
KRAMAMTORSKA-MELARS 87:56
INESIS-KRASNOVODSKA 57:140
KRASNOVODSKA-MELARS 111:58
BELGORODA-MURMANSKA 58:65
KALTENE-ARTJOMONSKA 59:113
BELOMORSKA-DENKERKA 99:59
KRASNOVODSKA-ELTONS 138:6
ARTJOMONSKA-DURBANA 136:60
VAIVARI-ARTJOMONSKA 60:150
ARTJOMONSKA-HAVANNA 62:60
LABANOVA-BELOMORSKA 60:63
PORTORIKO-MURMANSKA 60:80
NAROFOMINSKA-MASTIS 142:61
KRASNOJARSKA-VEZUVS 86:61
BEBRENE-ARTJOMONSKA 63:138
OLIMPS-KRAMAMTORSKA 63:70
INSBURGA-BELOMORSKA 63:90
INESIS-KRAMAMTORSKA 64:126
MURMANSKA-VENTSPILS 87:64
MALABO-KRAMAMTORSKA 64:90
VETERNS-ARTJOMONSKA 65:143
ARTJOMONSKA-LAUTERE 115:67
KRAMAMTORSKA-CINDAO 72:67
ZVIEDRIJA-MURMANSKA 68:101
KZILORDA-BELOMORSKA 68:111
RAUDONE-ARTJOMONSKA 68:113
SAMAVS-KRASNOVODSKA 69:141
KRAMAMTORSKA-MASTIS 73:69
MINESOTA-BELOMORSKA 69:92
BELOMORSKA-SIESARTE 102:7
MURMANSKA-KOSTARIKA 130:7
KANNAS-KRASNOKAMSKA 7:146
ALTAJS-NAROFOMINSKA 7:150
PAMIRS-NAROFOMINSKA 7:57
PILZENE-ARTJOMONSKA 7:70
ARTJOMONSKA-LOZANNA 101:70
PELTES-KRASNOVODSKA 70:107
ARTJOMONSKA-MBABANE 123:71
KARTENA-ARTJOMONSKA 71:146
VENERS-KRASNOVODSKA 73:94
SAMAVS-KRAMAMTORSKA 74:139
ATLASS-KRASNOJARSKA 74:88
ARTJOMONSKA-CIECERE 121:75
ARTJOMONSKA-LIELUPE 105:76
ARTJOMONSKA-LAZDONA 123:76
ALTAJS-KRASNOKAMSKA 76:98
ALTAJS-KRAMAMTORSKA 78:134
VIKTORIJA-MURMANSKA 79:147
ARTJOMONSKA-TAMPERE 91:79
ARTJOMONSKA-BOSTONA 102:8
ARTJOMONSKA-DUBLINA 14:8
SLOCENE-ARTJOMONSKA 8:22
HUDZONA-ARTJOMONSKA 8:74
MURMANSKA-TIRASPOLE 138:80
KRASNOKAMSKA-ELTONS 142:80
ALTAJS-KRASNOVODSKA 82:102
ARTJOMONSKA-MIASURA 147:82
ARTJOMONSKA-TOSMARE 148:82
KRAMAMTORSKA-PELTES 84:82
SALDUS-NAROFOMINSKA 83:104
ARTJOMONSKA-MINHENE 115:83
HONDURASA-MURMANSKA 83:144
ARTJOMONSKA-KANGARI 148:83
MELARS-KRASNOKAMSKA 85:117
SAPORO-KRAMAMTORSKA 86:108
KRASNOKAMSKA-VEZUVS 138:87
SEVANS-KRASNOKAMSKA 87:140
SALDUS-KRASNOJARSKA 88:113
SAMAVS-KRASNOJARSKA 9:104
PRETORIJA-MURMANSKA 9:112
KAJENNA-ARTJOMONSKA 90:93
BELOMORSKA-MALJORKA 101:91
PAMIRS-KRASNOKAMSKA 91:99
ARTJOMONSKA-GARONNA 147:92
KRASNOJARSKA-VENERS 140:96
ELTONS-KRASNOJARSKA 97:122
INESIS-KRASNOKAMSKA 97:125
ARTJOMONSKA-ARAGONA 132:98
LAUDERI-ARTJOMONSKA 98:139
BELOMORSKA-AMUDARJA 125:99
DIMITROVGRADA-VISKONSINA 47:117
VISKONSINA-NOVOMOSKOVSKA 100:53
VISKONSINA-OKLAKOMSITIJA 96:62
NOVOMOSKOVSKA-HONDURASA 123:107
NOVOMOSKOVSKA-VERAKRUSA 128:121
SKAGERAKS-NOVOMOSKOVSKA 136:148
TAGANROGA-NOVOMOSKOVSKA 137:148
PORTORIKO-NOVOMOSKOVSKA 14:150
TERNOPOLE-NOVOMOSKOVSKA 21:127
SALASPILS-NOVOMOSKOVSKA 22:50
PRETORIJA-NOVOMOSKOVSKA 29:97
NOVOMOSKOVSKA-FLANDRIJA 107:33
NOVOMOSKOVSKA-BELGORODA 73:37
NOVOMOSKOVSKA-ZVIEDRIJA 69:49
TIRASPOLE-NOVOMOSKOVSKA 51:81
KRUSTPILS-NOVOMOSKOVSKA 54:102
NOVOMOSKOVSKA-KOSTARIKA 102:56
NOVGORODA-NOVOMOSKOVSKA 60:118
NOVOMOSKOVSKA-KALABRIJA 97:70
KALVARIJA-NOVOMOSKOVSKA 9:108
VIKTORIJA-NOVOMOSKOVSKA 9:116
VENTSPILS-NOVOMOSKOVSKA 94:105
TOSMARE-DIMITROVGRADA 64:49
UGUNSZEME-OREHOZUJEVA 129:100
UGUNSZEME-ARTJOMONSKA 113:111
SIMFEROPOLE-UGUNSZEME 114:116
UGUNSZEME-BASUTOLENDA 34:12
VIRTENBERGA-UGUNSZEME 131:137
SJERANEVADA-UGUNSZEME 17:149
UGUNSZEME-PORTOPRENSA 45:18
SKIRSNEMUNE-UGUNSZEME 20:108
UGUNSZEME-HAMBERSAIDA 52:20
UGUNSZEME-MINEAPOLISA 26:22
UGUNSZEME-VESTLOTJANA 143:29
TAMMERFORSA-UGUNSZEME 29:49
UGUNSZEME-KALIFORNIJA 132:30
RIETUMSOMOA-UGUNSZEME 41:141
UGUNSZEME-KENSINGTONA 131:44
UGUNSZEME-KIROVOGRADA 119:49
UGUNSZEME-KAUGURCIEMS 59:51
HAIDARABADA-UGUNSZEME 55:81
NAUJAMIESTE-UGUNSZEME 70:126
UGUNSZEME-MARIENBURGA 112:96
UGUNSZEME-SENTLORENSA 113:96
PORTSMUTA-MINEAPOLISA 121:115
SKIRSNEMUNE-PORTSMUTA 14:136
SENTLORENSA-PORTSMUTA 20:133
PORTSMUTA-SJERANEVADA 110:21
VESTLOTJANA-PORTSMUTA 26:83
PORTSMUTA-KENSINGTONA 11:3
PORTSMUTA-HAIDARABADA 143:32
TAMMERFORSA-PORTSMUTA 34:52
PORTSMUTA-KALIFORNIJA 126:37
PORTSMUTA-SIMFEROPOLE 57:38
PORTSMUTA-HAMBERSAIDA 100:48
BASUTOLENDA-PORTSMUTA 48:123
VIRTENBERGA-PORTSMUTA 48:71
MARIENBURGA-PORTSMUTA 50:137
KIROVOGRADA-PORTSMUTA 62:86
KAUGURCIEMS-PORTSMUTA 67:76
PORTSMUTA-PORTOPRENSA 138:73
ALUKSNE-KAUGURCIEMS 54:0
ALUKSNE-KENSINGTONA 118:1
KIROVOGRADA-ALUKSNE 14:141
MINEAPOLISA-ALUKSNE 19:135
ALUKSNE-SENTLORENSA 82:21
ALUKSNE-VESTLOTJANA 98:32
HAIDARABADA-ALUKSNE 4:80
ALUKSNE-BASUTOLENDA 139:64
TAMMERFORSA-ALUKSNE 7:147
SJERANEVADA-ALUKSNE 72:84
HAMBERSAIDA-ALUKSNE 79:83
SIMFEROPOLE-ALUKSNE 84:94
ALUKSNE-KALIFORNIJA 95:89
ALUKSNE-PORTOPRENSA 102:99
SKIRSNEMUNE-ALUKSNE 99:114
SJERANEVADA-SKIRSNEMUNE 136:148
HAMBERSAIDA-SKIRSNEMUNE 39:103
KAUGURCIEMS-SKIRSNEMUNE 46:96
SKIRSNEMUNE-PORTOPRENSA 59:53
VESTLOTJANA-SKIRSNEMUNE 57:71
KENSINGTONA-SKIRSNEMUNE 6:31
SKIRSNEMUNE-SIMFEROPOLE 73:61
SKIRSNEMUNE-TAMMERFORSA 142:73
SKIRSNEMUNE-KIROVOGRADA 139:76
MINEAPOLISA-SKIRSNEMUNE 77:139
HAIDARABADA-SKIRSNEMUNE 81:89
SKIRSNEMUNE-SENTLORENSA 117:91
BASUTOLENDA-SKIRSNEMUNE 94:109
KALIFORNIJA-SKIRSNEMUNE 97:98
KRASNODARA-BALTKRIEVIJA 135:108
STARAPLANINA-KRASNODARA 110:128
KRASNODARA-NAROFOMINSKA 134:12
MONTGOMERIJA-KRASNODARA 21:60
KRASNODARA-KENTERBERIJA 118:30
KRASNOJARSKA-KRASNODARA 31:139
KRASNOVODSKA-KRASNODARA 71:92
KRASNOKAMSKA-KRASNODARA 9:46
KRASNODONA-STARAPLANINA 130:0
KRASNODONA-NAROFOMINSKA 120:14
KRASNOJARSKA-KRASNODONA 50:80
KENTERBERIJA-KRASNODONA 52:95
KRASNODONA-BALTKRIEVIJA 94:59
KRASNODONA-MONTGOMERIJA 96:68
KRASNODONA-KRASNOVODSKA 126:89
KRASNODONA-KRASNOKAMSKA 147:9
BALTKRIEVIJA-KRASNOJARSKA 13:107
KRASNOJARSKA-KRASNOKAMSKA 75:27
KRASNOJARSKA-KENTERBERIJA 107:34
KRASNOJARSKA-KRASNOVODSKA 27:4
KRASNOJARSKA-MONTGOMERIJA 63:50
KRASNOJARSKA-NAROFOMINSKA 61:57
KRASNOJARSKA-STARAPLANINA 81:80
KRASNOKAMSKA-NAROFOMINSKA 42:0
KRASNOKAMSKA-KRASNOVODSKA 110:39
KENTERBERIJA-KRASNOKAMSKA 42:103
BALTKRIEVIJA-KRASNOKAMSKA 54:100
KRASNOKAMSKA-STARAPLANINA 124:92
MONTGOMERIJA-KRASNOKAMSKA 95:110
KRASNOVODSKA-STARAPLANINA 79:16
KRASNOVODSKA-KENTERBERIJA 147:17
KRASNOVODSKA-BALTKRIEVIJA 114:83
CIECERE-VALPARAISO 1:108
VAIVARI-VALPARAISO 1:115
BOSFORS-VALPARAISO 108:119
LAUDERI-VALPARAISO 28:40
TOSMARE-VALPARAISO 3:13
KATVARI-VALPARAISO 32:97
KONAKRI-VALPARAISO 34:55
VALPARAISO-BENDERI 53:43
VALPARAISO-KANGARI 123:46
LAUTERE-VALPARAISO 90:146
VALPARAISO-TAMPERE 128:91
RIETUMSOMOA-TIRASPOLE 111:11
VIKTORIJA-RIETUMSOMOA 116:138
SALASPILS-RIETUMSOMOA 125:150
RIETUMSOMOA-NOVGORODA 52:13
BORNHOLMA-RIETUMSOMOA 140:144
PRETORIJA-RIETUMSOMOA 16:109
ZVIEDRIJA-RIETUMSOMOA 17:71
TAGANROGA-RIETUMSOMOA 17:75
KALVARIJA-RIETUMSOMOA 2:106
RIETUMSOMOA-MARIANNAS 26:2
KRUSTPILS-RIETUMSOMOA 2:30
RIETUMSOMOA-STOKHOLMA 49:2
KILKENIJA-RIETUMSOMOA 2:77
RIETUMSOMOA-PORTORIKO 70:23
CINCINATI-RIETUMSOMOA 27:48
RIETUMSOMOA-INVERNESA 102:30
RIETUMSOMOA-SKAGERAKS 53:30
RIETUMSOMOA-BELGORODA 139:31
FLANDRIJA-RIETUMSOMOA 39:94
RIETUMSOMOA-BREDFORDA 69:42
RIETUMSOMOA-VERAKRUSA 64:43
MURMANSKA-RIETUMSOMOA 46:49
RIETUMSOMOA-MARTINIKA 71:48
RIETUMSOMOA-KOSTARIKA 95:50
RIETUMSOMOA-KUSTANAJA 74:61
RIETUMSOMOA-KALABRIJA 110:62
PORTONOVA-RIETUMSOMOA 63:134
TERNOPOLE-RIETUMSOMOA 65:128
VENTSPILS-RIETUMSOMOA 71:141
GUBERNIJA-RIETUMSOMOA 71:77
PORTSMUTA-RIETUMSOMOA 82:96
RIETUMSOMOA-HONDURASA 144:90
MONTGOMERIJA-HERSONA 0:127
HERSONA-KENTERBERIJA 88:0
KRASNOVODSKA-HERSONA 22:121
HERSONA-KRASNOJARSKA 147:26
HERSONA-NAROFOMINSKA 45:38
HERSONA-BALTKRIEVIJA 53:42
STARAPLANINA-HERSONA 55:120
LONDONDERIJA-HERSONA 66:129
KRASNOKAMSKA-HERSONA 84:136
SIMFEROPOLE-ALEKSOTA 1:119
MINESOTA-SIMFEROPOLE 60:1
MINESOTA-KAUGURCIEMS 71:17
MINESOTA-TAMMERFORSA 39:2
MINESOTA-VESTLOTJANA 136:20
ALEKSOTA-HAIDARABADA 41:20
ALEKSOTA-PORTOPRENSA 51:29
ALEKSOTA-TAMMERFORSA 134:4
MINESOTA-MINEAPOLISA 19:4
ALEKSOTA-VESTLOTJANA 50:5
ALEKSOTA-KAUGURCIEMS 64:53
MINESOTA-PORTOPRENSA 142:58
ALEKSOTA-HAMBERSAIDA 83:61
MINESOTA-HAMBERSAIDA 138:7
MINEAPOLISA-ALEKSOTA 76:121
MINESOTA-HAIDARABADA 100:9
KAUGURCIEMS-SALASPILS 101:119
SIMFEROPOLE-SALASPILS 109:138
MINEAPOLISA-SALASPILS 15:145
SALASPILS-TAMMERFORSA 24:2
HAIDARABADA-SALASPILS 23:133
VENTSPILS-KAUGURCIEMS 59:24
TAMMERFORSA-VENTSPILS 32:128
HAMBERSAIDA-VENTSPILS 38:59
VENTSPILS-HAIDARABADA 136:52
SALASPILS-PORTOPRENSA 120:7
HAMBERSAIDA-SALASPILS 78:145
VENTSPILS-SIMFEROPOLE 100:79
VENTSPILS-PORTOPRENSA 129:89
VENTSPILS-MINEAPOLISA 115:91
HAMBERSAIDA-TIRASPOLE 10:88
TIRASPOLE-PORTOPRENSA 134:106
KAUGURCIEMS-TIRASPOLE 122:124
TIRASPOLE-SIMFEROPOLE 141:25
TIRASPOLE-TAMMERFORSA 66:31
HAIDARABADA-TIRASPOLE 33:108
TIRASPOLE-MINEAPOLISA 106:47
KUSTANAJA-JOHANNESBURGA 104:13
KUSTANAJA-DIMITROVGRADA 106:40
NOVOMOSKOVSKA-KUSTANAJA 67:77
OKLAKOMSITIJA-KUSTANAJA 72:91
KOSTARIKA-DIMITROVGRADA 144:80
KAJENNA-NAUJAMIESTE 0:12
VETERNS-NAUJAMIESTE 0:45
LAUTERE-NAUJAMIESTE 102:135
NAUJAMIESTE-RAVENNA 109:103
KANGARI-NAUJAMIESTE 104:131
ZENTENE-NAUJAMIESTE 105:107
NAUJAMIESTE-LOKARNA 145:106
TAIMIRA-NAUJAMIESTE 108:132
VAIVARI-NAUJAMIESTE 11:72
TAIVANA-NAUJAMIESTE 110:122
EGLAINE-NAUJAMIESTE 116:124
AMAZONE-NAUJAMIESTE 12:31
NAUJAMIESTE-PALERMO 142:121
DENVERA-NAUJAMIESTE 121:147
SALIENA-NAUJAMIESTE 123:148
LAZDONA-NAUJAMIESTE 129:140
NAUJAMIESTE-HAIFONA 122:13
NAUJAMIESTE-DAIVANA 108:14
LOZANNA-NAUJAMIESTE 14:126
OGLAINE-NAUJAMIESTE 14:34
LONDONA-NAUJAMIESTE 140:145
NAUJAMIESTE-RANGUNA 99:15
SAIGONA-NAUJAMIESTE 17:72
NAUJAMIESTE-RAUDONE 89:18
NAUJAMIESTE-ABADANA 103:2
NAUJAMIESTE-MAIKOPA 145:2
NAUJAMIESTE-GULBENE 36:21
LIELUPE-NAUJAMIESTE 22:84
ARAGONA-NAUJAMIESTE 28:57
NAUJAMIESTE-LUCERNA 72:29
NAUJAMIESTE-CEILONA 74:29
NAUJAMIESTE-MELNUPE 110:3
NAUJAMIESTE-KALVENE 100:30
HARBINA-NAUJAMIESTE 30:34
KUNLUNS-NAUJAMIESTE 30:63
NAUJAMIESTE-MEISENE 81:30
PILZENE-NAUJAMIESTE 30:81
ARIZONA-NAUJAMIESTE 31:32
NAUJAMIESTE-ANADIRA 93:31
MERGUPE-NAUJAMIESTE 32:72
NAUJAMIESTE-HUDZONA 122:36
MBABANE-NAUJAMIESTE 36:63
TAURUPE-NAUJAMIESTE 38:135
MIASURA-NAUJAMIESTE 39:69
NAUJAMIESTE-VERDENA 113:4
VARDURA-NAUJAMIESTE 40:108
NAUJAMIESTE-LIVORNA 56:40
HERSONA-NAUJAMIESTE 40:75
NAUJAMIESTE-GARONNA 142:41
BERGENA-NAUJAMIESTE 41:48
NAUJAMIESTE-IZMAIRA 108:42
TOSMARE-NAUJAMIESTE 42:89
NIAGARA-NAUJAMIESTE 43:47
NAUJAMIESTE-DEMOINA 64:45
NAUJAMIESTE-PILTENE 50:47
KANTONA-NAUJAMIESTE 48:56
OLSTERA-NAUJAMIESTE 48:93
NAUJAMIESTE-KATVARI 136:49
MUKDENA-NAUJAMIESTE 5:81
ABAKANA-NAUJAMIESTE 50:127
NAUJAMIESTE-OREGONA 138:50
DURBANA-NAUJAMIESTE 50:67
CIECERE-NAUJAMIESTE 50:79
NAUJAMIESTE-DUBLINA 128:51
PLATONE-NAUJAMIESTE 52:107
HOPJORA-NAUJAMIESTE 53:114
TRAPENE-NAUJAMIESTE 56:147
NAUJAMIESTE-TALLINA 149:57
BOSFORS-NAUJAMIESTE 59:122
LAUDERI-NAUJAMIESTE 6:126
BALDONE-NAUJAMIESTE 60:120
NAUJAMIESTE-NANKINA 126:64
NAUJAMIESTE-MADEIRA 140:64
POCIEMS-NAUJAMIESTE 67:117
NAUJAMIESTE-UKRAINA 37:7
SLOCENE-NAUJAMIESTE 70:127
NAUJAMIESTE-SEVERNA 141:76
KANBERA-NAUJAMIESTE 77:134
USTRONE-NAUJAMIESTE 79:135
BOSTONA-NAUJAMIESTE 80:106
KARTENA-NAUJAMIESTE 80:123
KONAKRI-NAUJAMIESTE 81:90
NAUJAMIESTE-PASIENA 109:86
PUMPENI-NAUJAMIESTE 86:123
HAVANNA-NAUJAMIESTE 88:117
NAUJAMIESTE-HONIARA 133:88
MINHENE-NAUJAMIESTE 88:143
KALTENE-NAUJAMIESTE 89:102
NAUJAMIESTE-BEBRENE 134:89
ALUKSNE-NAUJAMIESTE 90:140
NAUJAMIESTE-BENDERI 92:91
SUMATRA-NAUJAMIESTE 96:150
SALVANA-NAUJAMIESTE 99:104
TAMPERE-NAUJAMIESTE 99:125
DIMITROVGRADA-VESTENDE 110:122
VESTENDE-NOVOMOSKOVSKA 33:29
OKLAKOMSITIJA-VESTENDE 34:41
VESTENDE-JOHANNESBURGA 105:37
DIMITROVGRADA-OLSTERA 7:8
DIMITROVGRADA-AMSTERDAMA 19:45
VESTLOTJANA-DIMITROVGRADA 74:62
BRISTOLE-NAROFOMINSKA 145:10
BRISTOLE-BALTKRIEVIJA 30:11
MONTGOMERIJA-BRISTOLE 111:127
KENTERBERIJA-BRISTOLE 12:84
BRISTOLE-STARAPLANINA 86:23
BRISTOLE-KRASNOVODSKA 84:56
BOSTONA-NOVOMOSKOVSKA 125:106
BOSTONA-OKLAKOMSITIJA 148:19
BOSTONA-JOHANNESBURGA 74:28
BOSTONA-DIMITROVGRADA 113:77
STARAPLANINA-KRUSTPILS 22:62
BALTKRIEVIJA-KRUSTPILS 24:141
KENTERBERIJA-KRUSTPILS 56:63
NOVOMOSKOVSKA-KOSTROMA 130:145
KOSTROMA-DIMITROVGRADA 106:25
OKLAKOMSITIJA-KOSTROMA 26:71
USTRONE-PETROPAVLOVSKA 118:15
MIASURA-KENTERBERIJA 36:23
BALTKRIEVIJA-MIASURA 40:46
BASUTOLENDA-DIMITROVGRADA 115:103
BASUTOLENDA-OKLAKOMSITIJA 106:36
BASUTOLENDA-NOVOMOSKOVSKA 54:42
PRETORIJA-BELMANTA 0:15
TURMANTA-VENTSPILS 58:0
SKAGERAKS-MINESOTA 0:6
STOKHOLMA-VERMONTA 0:90
RIODEORO-PORTSMUTA 1:79
PRETORIJA-ALEKSOTA 10:30
KEMEROVA-PORTSMUTA 10:64
HONDURASA-MINESOTA 101:137
TIRASPOLE-VERMONTA 102:108
PORTSMUTA-KAZDANGA 146:102
TERNOPOLE-BELMANTA 103:109
PORTSMUTA-REINJORA 149:103
MINESOTA-KRUSTPILS 149:106
PORTSMUTA-SIESARTE 126:107
KOSTARIKA-BELMANTA 107:147
KALVARIJA-VERMONTA 108:123
PORTSMUTA-KZILORDA 48:11
PORTSMUTA-VALGUNDE 49:11
BELGORODA-MINESOTA 11:65
AMUDARJA-PORTSMUTA 114:143
HONDURASA-VERMONTA 115:129
KOSTARIKA-TURMANTA 115:139
ALEKSOTA-VERAKRUSA 126:116
STOMBOLI-PORTSMUTA 117:124
PORTSMUTA-MALJORKA 126:117
VERMONTA-BELGORODA 135:118
KRUSTPILS-ALEKSOTA 119:124
VERMONTA-ZVIEDRIJA 125:12
PORTSMUTA-HONKONGA 139:124
KALABRIJA-ALEKSOTA 127:129
TURMANTA-VERAKRUSA 128:13
BELGORODA-ALEKSOTA 13:134
VERAKRUSA-FERMENTA 13:149
MINESOTA-VENTSPILS 50:13
VENTSPILS-FERMENTA 13:71
FERMENTA-KALVARIJA 88:13
VERAKRUSA-BELMANTA 133:134
KALVARIJA-MINESOTA 14:103
ALEKSOTA-PORTORIKO 59:15
KRUSTPILS-FERMENTA 15:62
BELMANTA-KALVARIJA 117:16
PORTSMUTA-LABANOVA 142:16
GALIPOLE-PORTSMUTA 17:23
KOSTARIKA-VERMONTA 17:28
ALEKSOTA-FLANDRIJA 54:17
TAGANROGA-BELMANTA 17:56
PORTSMUTA-SIRDARJA 69:17
PORTSMUTA-DENKERKA 71:17
VIKTORIJA-BELMANTA 17:87
KOSTROMA-PORTSMUTA 17:98
FERMENTA-FLANDRIJA 73:18
KOSTARIKA-MINESOTA 19:114
TURMANTA-TIRASPOLE 64:19
MINESOTA-TAGANROGA 127:20
PORTSMUTA-JANOPOLE 81:20
INSBURGA-PORTSMUTA 21:60
FERMENTA-PRETORIJA 86:21
TURMANTA-KALABRIJA 132:22
SORBONNA-PORTSMUTA 22:34
PORTSMUTA-DOTMUNDA 64:22
KOSTARIKA-ALEKSOTA 23:149
VERMONTA-KRUSTPILS 46:23
FERMENTA-PORTSMUTA 23:56
SKAGERAKS-VERMONTA 23:66
BELMANTA-STOKHOLMA 121:24
MINESOTA-KALABRIJA 87:25
