299
SALVANA-TENESIJA 0:102
MBABANE-KORDILJERI 68:110
MINHENE-KORDILJERI 73:76
TOTNEMA-KORDILJERI 74:16
HUDZONA-KORDILJERI 75:37
LONDONA-KORDILJERI 77:5
KURZEME-KORDILJERI 78:101
RAVENNA-KORDILJERI 78:130
TAIVANA-KORDILJERI 81:143
LOKARNA-KORDILJERI 84:103
TERMEZA-KORDILJERI 86:147
PILZENE-KORDILJERI 87:65
AMAZONE-KORDILJERI 89:64
PASIENA-KORDILJERI 90:144
NORTAMBERLENDA-KRIEVIJA 121:44
HANTIMANSIJSKA-KRIEVIJA 69:44
LONGAILENDA-TENERIFE 100:123
LIELPLATONE-TENERIFE 109:63
LIELVIRCAVA-TENERIFE 112:31
MARIENBURGA-TENERIFE 117:50
OREHOZUJEVA-TENERIFE 134:63
ARTJOMONSKA-TENERIFE 136:19
LUKSEMBURGA-TENERIFE 145:22
NAUJAMIESTE-TENERIFE 23:19
VIRTENBERGA-TENERIFE 27:133
TEGUSIGALPA-TENERIFE 29:38
TAKLAMAKANS-TENERIFE 31:18
VALGALCIEMS-TENERIFE 35:30
HEIDELBERGA-TENERIFE 40:131
RIETUMSOMOA-TENERIFE 49:34
DRUSKININKI-TENERIFE 62:16
SVERDLOVSKA-TENERIFE 74:83
STABULNIEKI-TENERIFE 92:73
TAKLAMAKANS-AUSTRIJA 101:58
PILTENE-LONDONDERIJA 102:11
ARTJOMONSKA-AUSTRIJA 103:12
MEISENE-LONDONDERIJA 106:69
HEIDELBERGA-AUSTRIJA 11:130
EGLAINE-LONDONDERIJA 112:103
OREHOZUJEVA-AUSTRIJA 117:92
LUKSEMBURGA-AUSTRIJA 119:50
LONGAILENDA-AUSTRIJA 12:31
RIETUMSOMOA-AUSTRIJA 120:102
PLATONE-LONDONDERIJA 120:112
OGLAINE-LONDONDERIJA 122:105
KALVENE-LONDONDERIJA 125:128
VALGALCIEMS-AUSTRIJA 134:79
MBABANE-LONDONDERIJA 142:141
NAUJAMIESTE-AUSTRIJA 145:52
KALTENE-LONDONDERIJA 16:110
USTRONE-LONDONDERIJA 19:38
TRAPENE-LONDONDERIJA 2:58
SVERDLOVSKA-AUSTRIJA 24:100
MINHENE-LONDONDERIJA 25:0
ZENTENE-LONDONDERIJA 29:37
SLOCENE-LONDONDERIJA 35:48
RAUDONE-LONDONDERIJA 39:22
VIRTENBERGA-AUSTRIJA 46:149
AMAZONE-LONDONDERIJA 62:137
MARIENBURGA-AUSTRIJA 76:2
PILZENE-LONDONDERIJA 78:95
LIELVIRCAVA-AUSTRIJA 83:70
LIELPLATONE-AUSTRIJA 85:11
GULBENE-LONDONDERIJA 87:111
DRUSKININKI-AUSTRIJA 99:60
STABULNIEKI-AUSTRIJA 99:87
LONDONDERIJA-SEIRIJI 1:125
KRAMAMTORSKA-SEIRIJI 107:108
RIETUMINDIJA-SEIRIJI 117:131
SANSALVADORA-SEIRIJI 134:15
BABELMANDEBA-SEIRIJI 40:3
SANSALVADORA-USURIJSKA 105:108
LONDONDERIJA-USURIJSKA 124:101
KRAMAMTORSKA-USURIJSKA 129:103
BABELMANDEBA-USURIJSKA 14:29
RIETUMINDIJA-USURIJSKA 2:1
RIETUMINDIJA-AMERIKA 106:69
SANSALVADORA-AMERIKA 17:73
KRAMAMTORSKA-AMERIKA 22:6
LONDONDERIJA-AMERIKA 93:87
BABELMANDEBA-AMERIKA 97:138
SANSALVADORA-VECRIKAVA 101:8
LONDONDERIJA-VECRIKAVA 118:146
KRAMAMTORSKA-VECRIKAVA 22:29
RIETUMINDIJA-VECRIKAVA 23:93
BABELMANDEBA-VECRIKAVA 82:31
LONDONDERIJA-TEBRIZA 104:108
BABELMANDEBA-TEBRIZA 118:85
RIETUMINDIJA-TEBRIZA 61:129
KRAMAMTORSKA-TEBRIZA 88:89
NORTAMBERLENDA-KRIMULDA 1:25
HANTIMANSIJSKA-KRIMULDA 40:111
HANTIMANSIJSKA-ORINOKO 92:120
NORTAMBERLENDA-ORINOKO 92:131
NORTAMBERLENDA-TRIPOLE 27:91
HANTIMANSIJSKA-TRIPOLE 9:145
HANTIMANSIJSKA-BRISELE 120:45
NORTAMBERLENDA-BRISELE 92:22
HANTIMANSIJSKA-KRIVOJROGA 17:108
NORTAMBERLENDA-KRIVOJROGA 58:68
NAUJAMIESTE-MAJORKA 107:73
STABULNIEKI-MAJORKA 107:92
LUKSEMBURGA-MAJORKA 112:63
OREHOZUJEVA-MENORKA 120:66
ARTJOMONSKA-MENORKA 134:99
LUKSEMBURGA-MENORKA 137:122
RIETUMSOMOA-MENORKA 138:94
MARIENBURGA-MENORKA 14:8
LIELPLATONE-MENORKA 146:74
SVERDLOVSKA-MAJORKA 18:117
HEIDELBERGA-MAJORKA 18:29
NAUJAMIESTE-MENORKA 38:34
VALGALCIEMS-MENORKA 45:11
VALGALCIEMS-MAJORKA 54:2
ARTJOMONSKA-MAJORKA 56:55
RIETUMSOMOA-MAJORKA 60:40
VIRTENBERGA-MENORKA 62:94
HEIDELBERGA-MENORKA 64:84
OREHOZUJEVA-MAJORKA 65:3
SVERDLOVSKA-MENORKA 65:89
TAKLAMAKANS-MENORKA 68:61
LIELPLATONE-MAJORKA 71:69
VIRTENBERGA-MAJORKA 80:144
MARIENBURGA-MAJORKA 80:45
STABULNIEKI-MENORKA 90:27
TAKLAMAKANS-MAJORKA 90:57
ARKANZASITIJA-GARKALNE 102:107
PETROZAVODSKA-GARKALNE 134:18
VALGALCIEMS-SAMARKANDA 107:80
VIRTENBERGA-SAMARKANDA 11:89
MARIENBURGA-SAMARKANDA 112:38
RIETUMSOMOA-SAMARKANDA 115:43
NAUJAMIESTE-SAMARKANDA 115:75
TAKLAMAKANS-SAMARKANDA 121:19
LUKSEMBURGA-SAMARKANDA 132:99
LIELPLATONE-SAMARKANDA 148:102
STABULNIEKI-SAMARKANDA 20:12
OREHOZUJEVA-SAMARKANDA 27:12
HEIDELBERGA-SAMARKANDA 36:102
SVERDLOVSKA-SAMARKANDA 58:71
ARTJOMONSKA-SAMARKANDA 85:14
NORTAMBERLENDA-ARKANZASA 64:5
NORTAMBERLENDA-ARKANZASITIJA 50:66
ARKANZASITIJA-GORKIJA 129:64
PETROZAVODSKA-GORKIJA 51:110
HANTIMANSIJSKA-ARKTIKA 127:115
LIELPLATONE-ANTARKTIKA 129:127
NORTAMBERLENDA-ARKTIKA 139:120
STABULNIEKI-ANTARKTIKA 139:87
LUKSEMBURGA-ANTARKTIKA 14:7
HEIDELBERGA-ANTARKTIKA 32:68
MARIENBURGA-ANTARKTIKA 36:29
TAKLAMAKANS-ANTARKTIKA 48:5
VALGALCIEMS-ANTARKTIKA 54:40
OREHOZUJEVA-ANTARKTIKA 64:5
SVERDLOVSKA-ANTARKTIKA 7:149
VIRTENBERGA-ANTARKTIKA 83:93
NAUJAMIESTE-ANTARKTIKA 86:56
ARTJOMONSKA-ANTARKTIKA 91:25
RIETUMSOMOA-ANTARKTIKA 95:26
PETROZAVODSKA-KARLAILA 51:11
ARKANZASITIJA-KARLAILA 91:129
HERSONA-NORTAMBERLENDA 1:88
ARAGONA-NORTAMBERLENDA 100:28
LAPZEME-NORTAMBERLENDA 100:76
SALVANA-NORTAMBERLENDA 101:57
SALIENA-NORTAMBERLENDA 103:126
BERGENA-NORTAMBERLENDA 103:88
OGLAINE-NORTAMBERLENDA 107:98
KURZEME-NORTAMBERLENDA 108:15
GARONNA-NORTAMBERLENDA 11:58
MEISENE-NORTAMBERLENDA 112:84
DEMOINA-NORTAMBERLENDA 116:139
GULBENE-NORTAMBERLENDA 12:139
MINHENE-NORTAMBERLENDA 121:48
SEVERNA-NORTAMBERLENDA 123:52
ABAKANA-NORTAMBERLENDA 124:34
KAPZEME-NORTAMBERLENDA 127:133
EGLAINE-NORTAMBERLENDA 129:108
TALLINA-NORTAMBERLENDA 13:88
LOZANNA-NORTAMBERLENDA 133:134
HAIFONA-NORTAMBERLENDA 138:57
PLATONE-NORTAMBERLENDA 139:118
UKRAINA-NORTAMBERLENDA 14:130
MUKDENA-NORTAMBERLENDA 14:5
RAUDONE-NORTAMBERLENDA 144:78
LIVORNA-NORTAMBERLENDA 145:114
TAIZEME-NORTAMBERLENDA 145:134
PILTENE-NORTAMBERLENDA 147:137
KARTENA-NORTAMBERLENDA 149:26
NANKINA-NORTAMBERLENDA 19:118
VIDZEME-NORTAMBERLENDA 21:143
MBABANE-NORTAMBERLENDA 22:2
LUCERNA-NORTAMBERLENDA 24:38
TRAPENE-NORTAMBERLENDA 26:105
HAVANNA-NORTAMBERLENDA 26:50
MAKENZI-NORTAMBERLENDA 28:117
CEILONA-NORTAMBERLENDA 3:139
TAIVANA-NORTAMBERLENDA 34:13
POCIEMS-NORTAMBERLENDA 38:89
DUBLINA-NORTAMBERLENDA 39:144
PILZENE-NORTAMBERLENDA 40:108
KALVENE-NORTAMBERLENDA 44:144
PEDEDZE-NORTAMBERLENDA 45:53
KANTONA-NORTAMBERLENDA 5:87
PALERMO-NORTAMBERLENDA 51:141
RAVENNA-NORTAMBERLENDA 52:40
HARBINA-NORTAMBERLENDA 52:88
KALTENE-NORTAMBERLENDA 53:57
SLOCENE-NORTAMBERLENDA 53:67
DURBANA-NORTAMBERLENDA 54:16
SAIGONA-NORTAMBERLENDA 55:120
ARIZONA-NORTAMBERLENDA 55:44
LONDONA-NORTAMBERLENDA 56:127
ABADANA-NORTAMBERLENDA 58:99
LAZDONA-NORTAMBERLENDA 62:74
BENGAZI-NORTAMBERLENDA 62:85
OREGONA-NORTAMBERLENDA 63:59
KAJENNA-NORTAMBERLENDA 64:30
ZENTENE-NORTAMBERLENDA 69:134
ZAMBEZI-NORTAMBERLENDA 71:29
USTRONE-NORTAMBERLENDA 75:137
AMAZONE-NORTAMBERLENDA 76:123
HUDZONA-NORTAMBERLENDA 82:135
RANGUNA-NORTAMBERLENDA 83:75
BOSTONA-NORTAMBERLENDA 89:13
LOKARNA-NORTAMBERLENDA 94:53
VERDENA-NORTAMBERLENDA 97:134
PASIENA-NORTAMBERLENDA 97:16
DAIVANA-NORTAMBERLENDA 99:10
AIZVOLGA-MONTEKARLO 10:118
FLORENCE-MONTEKARLO 102:139
TAKLAMAKANS-VATERLO 104:94
PIEVOLGA-MONTEKARLO 110:10
BRAZILJA-MONTEKARLO 110:112
OREHOZUJEVA-VATERLO 111:100
ARTJOMONSKA-VATERLO 112:89
MARIENBURGA-VATERLO 116:87
VESTENDE-MONTEKARLO 120:93
JITLANDE-MONTEKARLO 125:99
RIETUMSOMOA-VATERLO 142:121
LUKSEMBURGA-VATERLO 142:62
KATMANDU-MONTEKARLO 148:29
NAUJAMIESTE-VATERLO 149:24
BRRONKSA-MONTEKARLO 26:22
MINDANAO-MONTEKARLO 36:82
GARKALNE-MONTEKARLO 4:94
VIETALVA-MONTEKARLO 44:90
VIRTENBERGA-VATERLO 60:121
GOTLANDE-MONTEKARLO 72:114
SVERDLOVSKA-VATERLO 75:133
VALGUNDE-MONTEKARLO 78:138
DOTMUNDA-MONTEKARLO 85:33
MAUNALOA-MONTEKARLO 90:89
KRIMULDA-MONTEKARLO 96:100
ARKANZASITIJA-PERLOJA 113:125
PETROZAVODSKA-PERLOJA 148:88
HANTIMANSIJSKA-ARMAVIRA 109:122
NORTAMBERLENDA-ARMAVIRA 37:109
ARKANZASITIJA-KARMELITI 116:52
PETROZAVODSKA-KARMELITI 85:89
ARKANZASITIJA-TERMEZA 104:80
PETROZAVODSKA-TERMEZA 34:40
MARIENBURGA-PALERMO 101:62
ARTJOMONSKA-PALERMO 118:34
VIRTENBERGA-PALERMO 28:48
RIETUMSOMOA-PALERMO 32:29
OREHOZUJEVA-PALERMO 49:10
PETROZAVODSKA-FORMOZA 114:115
ARKANZASITIJA-FORMOZA 54:17
VIRTENBERGA-LIVORNA 108:77
VIRTENBERGA-SEVERNA 143:73
MARIENBURGA-SEVERNA 36:66
VIRTENBERGA-LOKARNA 46:39
MARIENBURGA-LUCERNA 47:14
MARIENBURGA-LOKARNA 53:146
MARIENBURGA-LIVORNA 59:96
VIRTENBERGA-LUCERNA 78:134
SANSALVADORA-EZERNIEKI 1:90
RIETUMINDIJA-EZERNIEKI 109:17
KRAMAMTORSKA-EZERNIEKI 112:91
BABELMANDEBA-EZERNIEKI 15:76
VESTMINSTERA-EZERNIEKI 74:103
LONDONDERIJA-EZERNIEKI 82:67
PETROZAVODSKA-MIRNIJA 141:109
ARKANZASITIJA-MIRNIJA 6:14
PETROZAVODSKA-CARNIKAVA 24:36
ARKANZASITIJA-CARNIKAVA 47:12
CARNIKAVA-KRIVOJROGA 106:28
MONGOLIJA-KRIVOJROGA 11:86
BALTEZERS-KRIVOJROGA 112:19
CINCINATI-KRIVOJROGA 124:113
KUSTANAJA-KRIVOJROGA 131:101
USURIJSKA-KRIVOJROGA 132:121
GVADELUPE-KRIVOJROGA 143:107
GAIGALAVA-KRIVOJROGA 150:39
MIROSLAVA-KRIVOJROGA 16:53
MAZSALACA-KRIVOJROGA 21:49
BALTIMORA-KRIVOJROGA 23:37
GVATEMALA-KRIVOJROGA 28:74
NUKUALOFA-KRIVOJROGA 32:71
GVAJAKILA-KRIVOJROGA 48:1
UGUNSZEME-KRIVOJROGA 48:69
KENTUKIJA-KRIVOJROGA 55:32
KIZILKUMS-KRIVOJROGA 58:35
KARMELITI-KRIVOJROGA 61:14
MALAIZIJA-KRIVOJROGA 61:95
SLOVAKIJA-KRIVOJROGA 65:149
VECRIKAVA-KRIVOJROGA 70:78
TJANDZINA-KRIVOJROGA 72:57
PORTSMUTA-KRIVOJROGA 73:82
VECBILSKA-KRIVOJROGA 74:133
BARSELONA-KRIVOJROGA 78:72
BOBRUJSKA-KRIVOJROGA 81:129
ARKANZASA-KRIVOJROGA 85:30
KUDIMKARA-KRIVOJROGA 89:34
PETROZAVODSKA-PAROGLE 128:143
ARKANZASITIJA-PAROGLE 86:18
KRAMAMTORSKA-DETROITA 126:23
SANSALVADORA-DETROITA 30:69
RIETUMINDIJA-DETROITA 70:41
LONDONDERIJA-DETROITA 88:54
BABELMANDEBA-DETROITA 89:117
RIETUMINDIJA-PAKROJA 118:106
LONDONDERIJA-PAKROJA 137:58
BABELMANDEBA-PAKROJA 15:63
SANSALVADORA-PAKROJA 31:136
KRAMAMTORSKA-PAKROJA 61:4
RIETUMINDIJA-ULBROKA 108:49
SANSALVADORA-ULBROKA 110:138
BABELMANDEBA-ULBROKA 147:148
KRAMAMTORSKA-ULBROKA 74:51
LONDONDERIJA-ULBROKA 99:39
KRAMAMTORSKA-PETROZAVODSKA 114:51
LONDONDERIJA-PETROZAVODSKA 144:70
RIETUMINDIJA-PETROZAVODSKA 51:13
HANTIMANSIJSKA-GROZNIJA 46:92
NORTAMBERLENDA-GROZNIJA 63:84
PETROZAVODSKA-BRRONKSA 20:133
ARKANZASITIJA-BRRONKSA 97:37
ARKANZASITIJA-HIROSIMA 134:9
PETROZAVODSKA-HIROSIMA 31:118
ARKANZASITIJA-MIROSLAVA 7:9
PETROZAVODSKA-MIROSLAVA 96:70
NORTAMBERLENDA-BRRONKSA 133:117
HANTIMANSIJSKA-BRRONKSA 148:71
KATMANDU-BALTEZERS 100:107
MINDANAO-BALTEZERS 111:45
GOTLANDE-BALTEZERS 131:75
VALGUNDE-BALTEZERS 146:29
DOTMUNDA-BALTEZERS 28:104
JITLANDE-BALTEZERS 73:100
FLORENCE-BALTEZERS 74:1
VESTENDE-BALTEZERS 88:90
PETROZAVODSKA-VERSEKA 23:116
ARKANZASITIJA-VERSEKA 42:36
ARKANZASITIJA-BARSELONA 113:63
PETROZAVODSKA-BARSELONA 46:130
ARKANZASITIJA-KORSIKA 110:0
PETROZAVODSKA-JERSIKA 136:107
PETROZAVODSKA-KORSIKA 67:80
ARKANZASITIJA-JERSIKA 87:106
PASVALE-NOVOSIBIRSKA 1:61
HAVANNA-NOVOSIBIRSKA 10:130
HUDZONA-KRAMAMTORSKA 100:132
NANKINA-NOVOSIBIRSKA 100:147
SIDNEJA-NOVOSIBIRSKA 102:46
SEVILJA-NOVOSIBIRSKA 102:98
SAIGONA-NOVOSIBIRSKA 103:106
ARAGONA-KRAMAMTORSKA 103:15
TERMEZA-NOVOSIBIRSKA 103:32
ARIZONA-KRAMAMTORSKA 103:60
ABAKANA-NOVOSIBIRSKA 104:1
SAIGONA-KRAMAMTORSKA 104:148
DURBANA-NOVOSIBIRSKA 104:59
VIDUKLE-NOVOSIBIRSKA 106:89
TAIZEME-NOVOSIBIRSKA 107:53
MBABANE-KRAMAMTORSKA 108:99
OGLAINE-KRAMAMTORSKA 109:107
BOMBEJA-NOVOSIBIRSKA 109:59
ROSTOKA-NOVOSIBIRSKA 11:38
SALVANA-NOVOSIBIRSKA 110:109
SALIENA-NOVOSIBIRSKA 110:121
AMERIKA-NOVOSIBIRSKA 110:72
NANKINA-KRAMAMTORSKA 111:127
ZAMBIJA-NOVOSIBIRSKA 111:55
LOKARNA-NOVOSIBIRSKA 112:53
RANGUNA-NOVOSIBIRSKA 113:24
BRATSKA-NOVOSIBIRSKA 113:71
PASIENA-KRAMAMTORSKA 114:29
MEISENE-NOVOSIBIRSKA 114:80
ANGLIJA-NOVOSIBIRSKA 115:116
SILMALA-NOVOSIBIRSKA 116:126
MINHENE-NOVOSIBIRSKA 117:53
SEVERNA-NOVOSIBIRSKA 117:70
DURBANA-KRAMAMTORSKA 118:62
EGLAINE-NOVOSIBIRSKA 119:15
DAIVANA-KRAMAMTORSKA 119:65
AMAZONE-KRAMAMTORSKA 12:132
PAKROJA-NOVOSIBIRSKA 12:3
LATGALE-NOVOSIBIRSKA 120:34
KAJENNA-NOVOSIBIRSKA 120:4
PAROGLE-NOVOSIBIRSKA 123:8
LAPZEME-NOVOSIBIRSKA 124:109
BOSTONA-NOVOSIBIRSKA 125:118
PILTENE-NOVOSIBIRSKA 126:101
DAIVANA-NOVOSIBIRSKA 126:123
NAHODKA-NOVOSIBIRSKA 127:12
KALTENE-KRAMAMTORSKA 127:135
GORKIJA-NOVOSIBIRSKA 127:28
RAUDONE-NOVOSIBIRSKA 127:93
TAIVANA-KRAMAMTORSKA 128:54
ARIZONA-NOVOSIBIRSKA 129:44
CEILONA-KRAMAMTORSKA 13:130
HAIFONA-KRAMAMTORSKA 13:2
TRIPOLE-NOVOSIBIRSKA 13:40
GARONNA-NOVOSIBIRSKA 13:67
KAMBIJA-NOVOSIBIRSKA 130:29
RAVENNA-NOVOSIBIRSKA 131:21
INDRAJI-NOVOSIBIRSKA 131:38
OREGONA-NOVOSIBIRSKA 131:84
VIDAUJA-NOVOSIBIRSKA 133:14
PERLOJA-NOVOSIBIRSKA 133:147
PASIENA-NOVOSIBIRSKA 134:131
ZEMGALE-NOVOSIBIRSKA 135:107
ARTJOMA-NOVOSIBIRSKA 135:44
RAUDONE-KRAMAMTORSKA 135:83
HAIFONA-NOVOSIBIRSKA 135:83
TOMBUKA-NOVOSIBIRSKA 136:81
TAIVANA-NOVOSIBIRSKA 137:117
LAZDONA-NOVOSIBIRSKA 14:106
PENKULE-NOVOSIBIRSKA 14:27
ABAKANA-KRAMAMTORSKA 140:105
SIESIKI-NOVOSIBIRSKA 143:2
ISIKULS-NOVOSIBIRSKA 143:23
ZAMBEZI-NOVOSIBIRSKA 143:71
KARTENA-KRAMAMTORSKA 145:15
MUKDENA-NOVOSIBIRSKA 146:55
LOKARNA-KRAMAMTORSKA 146:64
MAJORKA-NOVOSIBIRSKA 15:23
PEDEDZE-NOVOSIBIRSKA 16:46
ZENTENE-KRAMAMTORSKA 17:148
ALABAMA-NOVOSIBIRSKA 18:137
KANTONA-NOVOSIBIRSKA 2:43
LAZDIJI-NOVOSIBIRSKA 20:128
NIAMEJA-NOVOSIBIRSKA 20:89
BERGENA-NOVOSIBIRSKA 21:15
UKRAINA-NOVOSIBIRSKA 21:79
DUBLINA-KRAMAMTORSKA 22:24
UKRAINA-KRAMAMTORSKA 22:66
KALVENE-KRAMAMTORSKA 22:82
RANGUNA-KRAMAMTORSKA 23:16
SLOCENE-KRAMAMTORSKA 23:71
TOBRUKA-NOVOSIBIRSKA 24:125
GARONNA-KRAMAMTORSKA 24:127
USTRONE-NOVOSIBIRSKA 24:142
MENORKA-NOVOSIBIRSKA 25:145
BENGAZI-NOVOSIBIRSKA 25:76
PLATONE-KRAMAMTORSKA 26:0
KAZBEKS-NOVOSIBIRSKA 26:124
HERSONA-NOVOSIBIRSKA 27:55
KAIBALA-NOVOSIBIRSKA 27:80
DEMOINA-KRAMAMTORSKA 29:88
TRAPENE-KRAMAMTORSKA 3:21
VERDENA-NOVOSIBIRSKA 30:132
PALERMO-NOVOSIBIRSKA 30:42
JERSIKA-NOVOSIBIRSKA 30:76
BRUNEJA-NOVOSIBIRSKA 31:128
MAKENZI-NOVOSIBIRSKA 31:60
POLOCKA-NOVOSIBIRSKA 32:81
LOZANNA-NOVOSIBIRSKA 33:34
ARKTIKA-NOVOSIBIRSKA 33:9
LAZDONA-KRAMAMTORSKA 35:136
ULBROKA-NOVOSIBIRSKA 35:22
TALLINA-NOVOSIBIRSKA 35:50
PUIKULE-NOVOSIBIRSKA 36:141
TALLINA-KRAMAMTORSKA 36:147
USTRONE-KRAMAMTORSKA 36:38
KALVENE-NOVOSIBIRSKA 36:42
SERBIJA-NOVOSIBIRSKA 36:7
LUCERNA-KRAMAMTORSKA 37:71
DUBLINA-NOVOSIBIRSKA 38:42
PILZENE-KRAMAMTORSKA 38:67
ZENTENE-NOVOSIBIRSKA 39:126
VERSEKA-NOVOSIBIRSKA 39:7
LATVIJA-NOVOSIBIRSKA 4:35
VATERLO-NOVOSIBIRSKA 43:59
TRAPENE-NOVOSIBIRSKA 44:146
TURCIJA-NOVOSIBIRSKA 44:33
METELIS-NOVOSIBIRSKA 45:62
HAVANNA-KRAMAMTORSKA 45:64
SKOTIJA-NOVOSIBIRSKA 46:26
ABADANA-KRAMAMTORSKA 46:75
SLOCENE-NOVOSIBIRSKA 46:91
VILGALE-NOVOSIBIRSKA 46:96
TOTNEMA-NOVOSIBIRSKA 47:90
DEMOINA-NOVOSIBIRSKA 48:128
MINHENE-KRAMAMTORSKA 49:27
HARTUMA-NOVOSIBIRSKA 5:118
KANTONA-KRAMAMTORSKA 5:54
VIDZEME-NOVOSIBIRSKA 5:67
DAMASKA-NOVOSIBIRSKA 50:28
ARAGONA-NOVOSIBIRSKA 51:22
GRUZIJA-NOVOSIBIRSKA 51:92
SAFOLKA-NOVOSIBIRSKA 52:104
LIVORNA-KRAMAMTORSKA 52:40
GULBENE-KRAMAMTORSKA 53:130
OBELIJA-NOVOSIBIRSKA 53:134
BALTIJA-NOVOSIBIRSKA 53:39
MILVOKI-NOVOSIBIRSKA 53:64
MEISENE-KRAMAMTORSKA 54:4
OREGONA-KRAMAMTORSKA 58:25
KAPSUKA-NOVOSIBIRSKA 59:22
GULBENE-NOVOSIBIRSKA 59:70
MIRNIJA-NOVOSIBIRSKA 6:26
NEAPOLE-NOVOSIBIRSKA 6:87
MUKDENA-KRAMAMTORSKA 61:60
MEKSIKA-NOVOSIBIRSKA 63:32
HARBINA-KRAMAMTORSKA 65:132
SALIENA-KRAMAMTORSKA 66:78
KAJENNA-KRAMAMTORSKA 67:18
KVEBEKA-NOVOSIBIRSKA 67:80
BRISELE-NOVOSIBIRSKA 69:38
PILZENE-NOVOSIBIRSKA 7:123
GVINEJA-NOVOSIBIRSKA 7:24
HUDZONA-NOVOSIBIRSKA 70:105
EGLAINE-KRAMAMTORSKA 70:15
KAMPALA-NOVOSIBIRSKA 70:67
JAMAIKA-NOVOSIBIRSKA 71:128
LIVORNA-NOVOSIBIRSKA 71:53
FORMOZA-NOVOSIBIRSKA 74:35
PLATONE-NOVOSIBIRSKA 74:72
HERSONA-KRAMAMTORSKA 75:144
KURZEME-NOVOSIBIRSKA 76:15
KARTENA-NOVOSIBIRSKA 76:33
SEIRIJI-NOVOSIBIRSKA 76:77
LUCERNA-NOVOSIBIRSKA 77:137
ILMENIS-NOVOSIBIRSKA 79:12
LOZANNA-KRAMAMTORSKA 8:12
POCIEMS-NOVOSIBIRSKA 80:150
GAMBIJA-NOVOSIBIRSKA 82:114
SAKSIJA-NOVOSIBIRSKA 82:95
VERDENA-KRAMAMTORSKA 83:108
CEILONA-NOVOSIBIRSKA 83:145
KAPZEME-NOVOSIBIRSKA 84:94
ABADANA-NOVOSIBIRSKA 85:113
SALVANA-KRAMAMTORSKA 85:5
TEBRIZA-NOVOSIBIRSKA 89:123
GDANSKA-NOVOSIBIRSKA 89:137
MBABANE-NOVOSIBIRSKA 89:5
OGLAINE-NOVOSIBIRSKA 89:68
SEVERNA-KRAMAMTORSKA 93:34
BOSTONA-KRAMAMTORSKA 93:35
LONDONA-KRAMAMTORSKA 94:145
PILTENE-KRAMAMTORSKA 94:19
HARBINA-NOVOSIBIRSKA 95:103
ORINOKO-NOVOSIBIRSKA 95:144
RAVENNA-KRAMAMTORSKA 95:55
KORSIKA-NOVOSIBIRSKA 96:6
LONDONA-NOVOSIBIRSKA 97:119
BERGENA-KRAMAMTORSKA 97:44
RUMBULA-NOVOSIBIRSKA 97:57
KALTENE-NOVOSIBIRSKA 98:106
MARVELE-NOVOSIBIRSKA 98:5
AMAZONE-NOVOSIBIRSKA 99:115
KRAMAMTORSKA-UDMRTIJA 116:113
RIETUMINDIJA-UDMRTIJA 142:95
BABELMANDEBA-UDMRTIJA 27:148
SANSALVADORA-UDMRTIJA 30:60
VESTMINSTERA-UDMRTIJA 33:95
LONDONDERIJA-UDMRTIJA 57:30
HANTIMANSIJSKA-ARTJOMA 139:84
NORTAMBERLENDA-ARTJOMA 82:70
ARKANZASITIJA-BURTNIEKI 42:128
PETROZAVODSKA-BURTNIEKI 61:22
PETROZAVODSKA-HARTUMA 105:46
ARKANZASITIJA-HARTUMA 54:62
SANSALVADORA-BOBRUJSKA 116:26
BABELMANDEBA-BOBRUJSKA 138:65
RIETUMINDIJA-BOBRUJSKA 29:54
KRAMAMTORSKA-BOBRUJSKA 34:148
LONDONDERIJA-BOBRUJSKA 86:105
LONDONDERIJA-TOBRUKA 0:97
RIETUMINDIJA-TOBRUKA 42:106
KRAMAMTORSKA-TOBRUKA 58:62
BABELMANDEBA-TOBRUKA 89:32
SANSALVADORA-TOBRUKA 99:48
HANTIMANSIJSKA-BRUKLINA 26:78
NORTAMBERLENDA-BRUKLINA 39:131
NORTAMBERLENDA-GRUZIJA 7:44
HANTIMANSIJSKA-GRUZIJA 9:59
NORTAMBERLENDA-BRUNEJA 24:86
HANTIMANSIJSKA-BRUNEJA 51:63
TJANDZINA-SANTAKRUSA 100:115
MONGOLIJA-SANTAKRUSA 102:66
ARKANZASA-SANTAKRUSA 11:58
KIZILKUMS-SANTAKRUSA 122:142
MALAIZIJA-SANTAKRUSA 130:120
MIROSLAVA-SANTAKRUSA 134:31
NUKUALOFA-SANTAKRUSA 135:85
CINCINATI-SANTAKRUSA 14:21
BALTEZERS-SANTAKRUSA 2:128
BALTIMORA-SANTAKRUSA 21:11
PORTSMUTA-SANTAKRUSA 23:2
GVATEMALA-SANTAKRUSA 28:12
KUSTANAJA-SANTAKRUSA 28:52
GAIGALAVA-SANTAKRUSA 37:79
VECBILSKA-SANTAKRUSA 52:14
MAZSALACA-SANTAKRUSA 78:53
UGUNSZEME-SANTAKRUSA 83:55
BARSELONA-SANTAKRUSA 84:141
GVADELUPE-SANTAKRUSA 86:143
KARMELITI-SANTAKRUSA 96:129
NORTAMBERLENDA-DRUSKININKI 142:64
HANTIMANSIJSKA-DRUSKININKI 76:60
NORTAMBERLENDA-DRUSTI 126:81
HANTIMANSIJSKA-DRUSTI 142:53
